"","gene.id","radius","size","observed.tau_b","p.Decay","time"
"3","CYP2A6",3,679,-0.0522850919452864,0.035,4.77256608009338
"31","XDH",3,388,-0.055936204722057,0.083,5.13463306427002
"4","NAT1",4,1016,-0.0522269975259043,0.019,4.40771794319153
"2","SGF29",2,106,0.0249530124512956,0.588,4.74628400802612
"32","APRT",3,1052,0.00992288553062446,0.613,4.89989805221558
"21","PA2G4",2,266,-0.0534381797892498,0.15,5.21766090393066
"22","ADA2",2,124,-0.123219835459994,0.051,4.87445712089539
"41","RDH14",4,1188,-0.0351633543676235,0.073,4.51708197593689
"23","TRMT11",2,193,-0.0366417459831701,0.283,5.06165194511414
"33","CDH6",3,545,-0.0641083493021276,0.039,4.61355209350586
"34","APC2",3,1709,-0.00994427420849615,0.294,4.36927103996277
"24","CAVIN3",2,75,-0.175663098546216,0.027,4.89430999755859
"25","NENF",2,58,-0.190783823824113,0.052,4.86478114128113
"35","SARS2",3,1091,-0.0389126195221725,0.049,4.95532703399658
"36","SLIT1",3,1108,-0.00409582187504615,0.417,4.54484891891479
"26","PPT2",2,111,-0.113247148787119,0.075,4.82491493225098
"37","PTBP3",3,357,-0.0807663517602973,0.032,3.98073315620422
"27","ADCY2",2,505,-0.00576833225777029,0.443,4.78972887992859
"28","ADCY7",2,533,-0.00566446518916841,0.44,4.16399598121643
"29","ADCY9",2,509,-0.00814528436711873,0.417,4.87020015716553
"38","THEM4",3,864,0.00943517649831376,0.645,4.68306994438171
"210","S1PR3",2,300,-0.0435472117219423,0.187,4.63076019287109
"211","PHLPP2",2,49,-0.102232349618876,0.207,4.79865097999573
"39","RICTOR",3,1464,-0.0230606348144626,0.144,5.03048920631409
"310","NKX3-1",3,1095,0.0279359068241526,0.859,4.46935701370239
"212","PFKFB2",2,63,0.0611234291533817,0.734,4.87805795669556
"311","PPP2R3C",3,1512,0.0118472619478807,0.737,4.62585091590881
"312","MAPKAP1",3,1491,-0.0242771030131108,0.127,4.6846239566803
"213","USP8",2,192,-0.0722623517549437,0.119,4.89747309684753
"214","RBM14",2,36,0.00673435029701474,0.532,4.03160095214844
"313","CDK19",3,1911,0.0235326893117623,0.903,4.87182807922363
"215","TADA2A",2,95,0.190600451894596,0.986,4.8297381401062
"216","MED10",2,173,0.0195059607626209,0.619,4.39814114570618
"217","TADA2B",2,231,0.0207061755065493,0.605,4.96763300895691
"218","THRAP3",2,75,0,0.478,4.68801212310791
"42","SLC27A5",4,1519,-0.0310994954989947,0.055,4.44283509254456
"314","SCP2",3,1158,-0.0104052495362029,0.322,4.59710216522217
"219","USP6NL",2,43,-0.051348939620685,0.389,4.62371206283569
"220","GFPT1",2,112,0.00932215945991673,0.543,4.28194713592529
"315","HK2",3,1160,-0.0789180288999379,0.000999000999000999,4.71816110610962
"316","HK3",3,823,-0.0555488647327508,0.024,4.60482287406921
"317","MPI",3,465,-0.0407736452198635,0.136,4.05204606056213
"221","GFPT2",2,91,-0.0723452550725364,0.211,4.65792894363403
"43","KCNH2",4,987,-0.0414750487173494,0.049,4.82290196418762
"44","KCNN4",4,1239,-0.00683054238505277,0.38,4.37068891525269
"222","KCNQ1",2,151,-0.086654310781528,0.104,4.61471581459045
"223","KCNK5",2,24,-0.0682523632789935,0.372,3.91645908355713
"224","LY96",2,343,0.0483076953461156,0.855,4.2497730255127
"1","MAP4K2",1,0,NA,1,4.62245798110962
"225","AZI2",2,22,-0.244080612277237,0.15,4.68806886672974
"226","TRAF1",2,87,-0.0877767961825864,0.183,4.75277709960938
"227","RNF135",2,112,-0.032953108137281,0.322,4.08672499656677
"228","TBKBP1",2,19,-0.07209840939145,0.423,4.65618801116943
"229","SNUPN",2,76,0.129337957516821,0.903,4.68503999710083
"318","NEK7",3,680,0.0289346659648427,0.814,4.57998895645142
"230","GEMIN5",2,108,0.0233985096726201,0.616,4.30296778678894
"231","ZSCAN32",2,190,-0.197804617575392,0.000999000999000999,5.28817701339722
"319","ZNF444",3,198,-0.19046860532074,0.001,5.07846784591675
"320","ZSCAN20",3,198,-0.212277981670174,0.000999000999000999,4.52650284767151
"321","ZNF397",3,198,-0.186314007954908,0.001,4.78473687171936
"232","HSD17B4",2,181,0.0413079494328014,0.758,4.82140898704529
"45","TRAPPC8",4,1518,0.00817380827371551,0.66,4.13309693336487
"322","DYRK1A",3,1076,-0.0320050465009845,0.081,4.76697111129761
"233","GPX2",2,54,-0.105428752103256,0.176,5.31568813323975
"234","GPX7",2,58,-0.0999251479020141,0.168,4.18651294708252
"235","GPX8",2,58,-0.124906434877518,0.119,4.52334403991699
"236","DNTTIP1",2,83,0.0420481604943657,0.625,4.39756202697754
"323","H2AFY2",3,1304,0.0253704368150499,0.885,4.90073299407959
"237","ASH1L",2,146,-0.0709626212434209,0.143,5.04755306243896
"238","PHF12",2,95,0.0325606204689466,0.631,4.29477715492249
"239","SINHCAF",2,83,0.00663918323595248,0.516,4.73004913330078
"240","ZNF541",2,83,-0.013278366471905,0.423,4.72404885292053
"324","FAT3",3,226,0.102723418258398,0.97,4.71906304359436
"325","PNPLA6",3,559,-0.00260604910716188,0.474,4.87474799156189
"326","CYP2J2",3,625,-0.0721892153139266,0.014,5.50927805900574
"241","PLD3",2,48,0.0932091372259788,0.779,4.90967798233032
"327","ALOX5",3,707,-0.0582210744589173,0.028,5.3516149520874
"328","ALOX15",3,701,-0.0594261733160663,0.024,4.65622997283936
"329","ALOX15B",3,1143,0.00707184990459056,0.611,4.73944401741028
"242","GNA12",2,238,0.00411632829625011,0.518,4.58709716796875
"243","GNAS",2,306,-0.0658809126023945,0.086,4.09390616416931
"330","CYP4F3",3,581,-0.0501590726372765,0.061,4.72076821327209
"331","CHDH",3,598,0.0521604620297245,0.947,5.19243812561035
"332","PTGS1",3,932,-0.0580815335422643,0.012,4.60990500450134
"244","PLA2G7",2,27,0.150970271219279,0.805,3.98791003227234
"245","PTDSS2",2,29,0.0794066667176744,0.694,5.09762787818909
"333","FADS2",3,484,0.0242543965932087,0.733,5.20179295539856
"246","GRK2",2,301,0.0353468963752559,0.797,3.86926198005676
"334","ETV3",3,1121,0.0155229258894767,0.719,4.63497114181519
"335","GATA2",3,1272,0.047342596305844,0.988,4.64231896400452
"247","ANKRA2",2,10,-0.248451997499977,0.294,3.76376700401306
"336","HTRA2",3,855,-0.0374790907710391,0.091,4.52969717979431
"337","SRI",3,104,-0.12172576691332,0.056,4.54688405990601
"248","MVB12B",2,30,-0.207767430643666,0.098,4.59522294998169
"249","MVB12A",2,33,-0.139766348004919,0.169,4.72000694274902
"338","HEBP2",3,9,-0.471404520791032,0.104,3.97594094276428
"339","DDIT3",3,1795,-0.00303871020829939,0.442,4.99669194221497
"250","TOMM5",2,93,-0.102350604721091,0.124,4.75291395187378
"251","TOMM22",2,143,-0.140031336232141,0.028,4.18885803222656
"252","TOMM20",2,116,-0.160909408766072,0.028,4.58617496490479
"253","TOMM70",2,117,-0.198577535278613,0.002,4.60441279411316
"46","RENBP",4,1108,-0.0337969733168254,0.086,4.26520204544067
"47","NPL",4,529,-0.0580318538311803,0.053,4.59584403038025
"48","UAP1L1",4,885,-0.0524057811717685,0.026,4.52689814567566
"340","CXCL13",3,1527,-0.0195551986584236,0.178,4.74114298820496
"254","CXCR6",2,233,-0.0638126950343365,0.13,4.77652788162231
"255","ADCY1",2,305,-0.0488287901250723,0.164,3.6513819694519
"256","CCR1",2,233,-0.0554518794999726,0.157,5.06774091720581
"257","CCR5",2,298,-0.0629705250488037,0.101,4.92003393173218
"258","CCR7",2,233,-0.0529928161075126,0.178,4.41522002220154
"341","ADORA1",3,1538,-0.0146578926637867,0.242,5.09383201599121
"342","ADRA2C",3,1559,-0.013210855781703,0.271,4.89715504646301
"343","APLNR",3,1532,-0.0205663243142029,0.171,4.31144714355469
"259","FPR1",2,292,-0.0497448399676554,0.156,4.83011388778687
"344","GPSM1",3,1609,-0.0382228294312517,0.03,4.81725907325745
"260","CXCR3",2,238,-0.0477803180853001,0.194,4.36461091041565
"345","MCHR1",3,1919,-0.0005569941545118,0.491,4.89502906799316
"346","GPER1",3,1536,-0.0146032057049613,0.247,4.83682012557983
"261","GNAT3",2,235,-0.0570272605901369,0.148,4.34855103492737
"262","CXCL8",2,591,-0.0596651203386984,0.047,5.13911914825439
"347","NPY1R",3,1532,-0.019716037004055,0.181,4.85430502891541
"348","NPY5R",3,1532,-0.0163644878565552,0.224,4.67334318161011
"349","OPRL1",3,1532,-0.0193015219403578,0.188,5.23610496520996
"350","HEBP1",3,1623,-0.0181931758444754,0.187,5.0749499797821
"351","GAL",3,1532,-0.0187630066439308,0.192,4.4559919834137
"263","S1PR5",2,222,-0.02775761373499,0.316,4.8646981716156
"352","P2RY13",3,1527,-0.0173384724402395,0.205,4.82312488555908
"353","SUCNR1",3,1527,-0.0208193515353681,0.163,4.3087260723114
"354","ACKR3",3,1527,-0.0174684561629604,0.204,4.77406096458435
"355","PTGER3",3,1533,-0.0155076931894903,0.224,4.80374503135681
"356","CXCL16",3,1527,-0.0190530985016654,0.186,4.32105207443237
"264","CCL5",2,291,-0.0180558734815888,0.37,4.93485498428345
"357","CCL19",3,1527,-0.0203015082351291,0.175,4.79106497764587
"358","SSTR2",3,1532,-0.0163822021755166,0.218,4.3403480052948
"359","C3AR1",3,1532,-0.0192696361662273,0.189,4.73985409736633
"360","C5",3,1641,-0.0135718104388826,0.265,4.90764307975769
"361","C5AR1",3,1532,-0.0183945488095334,0.199,4.31797695159912
"265","CCR2",2,233,-0.0634438355254675,0.127,4.78610110282898
"266","S1PR4",2,290,-0.0474824856871069,0.183,4.86484599113464
"362","APLN",3,1532,-0.0195459795420254,0.18,4.31268286705017
"267","S1PR2",2,269,-0.0276191222431327,0.304,4.8257200717926
"363","P2RY14",3,1527,-0.0174186022466866,0.21,4.73007893562317
"364","MED12L",3,807,-0.0239407392848268,0.208,4.01824402809143
"268","SUPT7L",2,224,0.0755093067599809,0.894,4.07683897018433
"365","RCE1",3,555,-0.0524554737921172,0.06,4.47231602668762
"269","WASHC4",2,13,-0.572891899231546,0.01,4.41100692749023
"366","WASHC2C",3,13,-0.364666145518445,0.062,5.08509397506714
"270","WASHC2A",2,13,-0.264197974633739,0.156,5.15449285507202
"271","WASHC3",2,13,-0.628970902033151,0.002,4.51971817016602
"272","WASHC5",2,13,-0.226455406828919,0.164,4.86293315887451
"273","HSCB",2,102,-0.0650221021481844,0.239,4.57540416717529
"367","PMPCA",3,1100,0.00176867387990152,0.507,4.21676778793335
"274","FXN",2,133,-0.166381619995471,0.009,4.6941249370575
"275","TIMM9",2,95,-0.0439265002914835,0.286,5.51134920120239
"276","TIMM8B",2,120,0.0142845068551847,0.563,5.67148995399475
"277","TIMM21",2,106,-0.0459316928275332,0.287,4.63962197303772
"368","PAM16",3,836,0.00319722600392071,0.524,4.65724110603333
"278","SLC25A12",2,91,-0.0263555312590614,0.398,4.90497303009033
"369","PMPCB",3,1160,-0.0185509716759371,0.211,5.28608179092407
"49","REXO2",4,379,-0.0606947784751038,0.071,5.35362792015076
"370","REXO1",3,379,-0.0711609377700002,0.048,4.45202898979187
"371","REXO5",3,351,-0.0651810867184189,0.077,4.53940892219543
"372","PTPRJ",3,1644,-0.0151636034447069,0.22,4.91295409202576
"279","SMARCD1",2,285,-0.0423830303141771,0.207,4.12790083885193
"280","SMARCE1",2,293,-0.0489591035898495,0.158,3.72032713890076
"373","BTG1",3,290,0.0551697704559509,0.871,4.86171197891235
"281","GZMB",2,124,-0.0601447320045858,0.208,4.78008008003235
"374","PARGP1",3,367,-0.0356459733627359,0.228,4.51193499565125
"375","PARG",3,367,-0.02227873335171,0.307,4.93969917297363
"282","CECR2",2,34,-0.0569141753263222,0.371,4.45175385475159
"283","IGSF6",2,76,-0.0583997116070745,0.335,4.67168116569519
"410","SGK494",4,2013,-0.0101181745664189,0.308,4.83170795440674
"284","FCGR2B",2,60,-0.089794507835622,0.214,4.52897691726685
"411","METAP1D",4,1545,-0.0261768848407105,0.111,4.28435301780701
"285","GABPB1",2,57,-0.0735888851957045,0.327,4.47214388847351
"412","NEGR1",4,1560,-0.0231095302511972,0.144,4.74762392044067
"376","SIGLEC15",3,496,-0.019145969224211,0.295,4.59375309944153
"286","HLA-DQB1",2,68,0.0537532878804878,0.636,4.35393500328064
"377","MR1",3,473,-0.0284851665892619,0.237,4.96505999565125
"413","ST14",4,1556,-0.0355433514138263,0.048,4.35498094558716
"414","TLR10",4,1545,-0.028700987369484,0.084,5.13412690162659
"378","SIGLEC10",3,485,-0.0120369689018238,0.389,5.29147720336914
"379","CD1D",3,822,-0.0530149189169535,0.025,4.06581807136536
"380","CD7",3,484,-0.0236957583888993,0.271,5.28816699981689
"381","CD8B",3,1767,0.00210459226488746,0.567,4.96328902244568
"287","MAEA",2,27,-0.216532784784307,0.075,4.72924089431763
"382","GLIPR1L2",3,73,-0.187784824606866,0.02,4.9126250743866
"383","GID8",3,152,-0.0878131402038052,0.084,5.1438410282135
"384","SFRP2",3,626,-0.0150080083047472,0.313,4.21400094032288
"288","RMND5A",2,34,-0.317012536172516,0.01,5.50304102897644
"385","FBN1",3,856,0.0347943293038283,0.895,4.4668231010437
"289","CTBP2",2,70,-0.0523471730410799,0.307,4.25492978096008
"290","SPI1",2,69,-0.207746402555943,0.018,4.69936203956604
"386","RUNX1T1",3,331,-0.066221304599383,0.076,4.36422491073608
"387","RUNX3",3,755,-0.0397747021526802,0.093,3.97822499275208
"291","RTF1",2,179,-0.0153429988761198,0.418,4.98627805709839
"292","NELFB",2,176,-0.000141242092540039,0.522,4.98247909545898
"388","ELOA",3,1790,0.0133859088033016,0.733,4.4899799823761
"293","NELFA",2,176,-0.0165253248271846,0.418,5.07112288475037
"294","NELFE",2,186,0.0095265601981259,0.582,5.08805298805237
"295","WDR61",2,183,0.00442698853850196,0.563,4.52464890480042
"296","CTR9",2,180,-0.0357932499033421,0.283,5.17498183250427
"389","MCPH1",3,193,-0.0338304891495269,0.28,4.00183796882629
"415","EXTL2",4,44,-0.264631060740549,0.016,5.09596610069275
"297","ARRB2",2,636,-0.0857707692541999,0.002,4.88522911071777
"390","ACTR3B",3,535,0.0402175732587714,0.876,4.10663294792175
"298","ACTR6",2,36,-0.0676399541594523,0.327,4.92449402809143
"391","ACTR3C",3,535,0.0456542642712222,0.898,4.70576190948486
"392","ATP5L",3,1117,-0.0395366765490234,0.043,4.5896201133728
"393","ATP5D",3,975,-0.045851690351068,0.026,5.05305504798889
"394","ATP5F1",3,749,-0.00329756420807218,0.467,4.79692816734314
"395","ATP5G2",3,591,-0.0684378482077663,0.022,5.52269387245178
"396","ATP5G3",3,591,-0.0697276340724854,0.021,5.18790888786316
"397","ATP5J",3,1436,-0.0177536319932229,0.199,4.73209691047668
"398","ATP6V1E1",3,1342,-0.0362707429557123,0.064,5.10909509658813
"399","ATP5O",3,1315,-0.0227293864265074,0.155,4.77368712425232
"3100","USMG5",3,644,-0.0325736351473453,0.168,4.0288610458374
"3101","ATP6V0D1",3,1371,-0.0239491835166398,0.134,4.66060495376587
"3102","ARG2",3,798,-0.0439396942695206,0.072,4.49681782722473
"11","ARPIN",1,0,NA,1,4.16293787956238
"3103","ADA",3,1188,-0.0365093126116318,0.066,4.78557300567627
"3104","PDE10A",3,985,0.00700733899047423,0.621,4.69794511795044
"3105","ADSSL1",3,1025,0.00545557069832553,0.568,4.24442720413208
"416","UPRT",4,2343,0.00797448802401546,0.685,4.4276180267334
"3106","DCTD",3,630,0.0637033439009857,0.974,3.91984605789185
"3107","DGUOK",3,581,0.04206854979542,0.885,4.31303381919861
"299","NMNAT2",2,48,-0.0818829016547889,0.267,4.35953402519226
"2100","QPRT",2,51,-0.178725932650476,0.071,3.80070304870605
"2101","AMPD2",2,64,0.109113537148684,0.878,4.48901891708374
"2102","NMNAT3",2,48,-0.122824352482183,0.164,3.88745903968811
"3108","GMPR2",3,1093,-0.0171460071524034,0.24,4.63424205780029
"3109","PDE3A",3,1565,-0.00470098621212342,0.415,4.79740881919861
"3110","PDE4B",3,1413,0.00300059958017251,0.576,4.26175618171692
"3111","PDE4D",3,1597,0.0176246362538026,0.824,4.76448512077332
"2103","PDE7A",2,98,0.0141256652830016,0.576,4.50246787071228
"2104","PDE8A",2,98,0.00739915800538178,0.542,4.08495497703552
"2105","PDE6B",2,183,-0.0154541970365762,0.409,4.68565893173218
"2106","NMNAT1",2,76,-0.0635795877184829,0.27,4.02166986465454
"417","UPP1",4,2477,-0.0121827115920585,0.223,4.37624597549438
"2107","NUDT12",2,55,-0.113276709131281,0.177,4.48480701446533
"2108","NAPRT",2,44,-0.198095602887189,0.07,3.80074787139893
"3112","CDA",3,449,0.00374142180258007,0.549,5.14818978309631
"2109","NSA2",2,371,-0.0309657581000646,0.242,4.87247085571289
"2110","WDR31",2,409,0.058770459906458,0.919,3.73556184768677
"2111","EEF1D",2,121,0.11570838237598,0.95,4.48761916160583
"2112","RPL7L1",2,379,0.0133362841841446,0.614,3.71654605865479
"2113","NACA",2,170,0.0901244726245845,0.919,4.7876079082489
"3113","MRPS18C",3,1310,-0.0207260380835296,0.153,4.74801206588745
"2114","MRPL2",2,374,0.0347589462892686,0.79,3.7106990814209
"2115","MRPL16",2,349,0.0241006312889905,0.681,4.20464515686035
"3114","MRPS18A",3,1310,-0.0190467866238821,0.175,4.74273800849915
"2116","MRPS14",2,292,0.0795629191458341,0.943,4.40537309646606
"3115","MRPS9",3,1978,0.0250826758937361,0.904,4.89811897277832
"2117","MRPS5",2,428,0.0263783920445805,0.721,3.82177019119263
"2118","MRPL1",2,343,0.0586042037187747,0.893,4.12662196159363
"2119","BTF3",2,123,-0.0756963633815192,0.184,4.59090805053711
"2120","EFL1",2,325,0.0914485136518721,0.982,3.67421388626099
"3116","MRPL33",3,1250,0.0070248165249404,0.605,3.98052000999451
"2121","HCST",2,80,-0.158113883008419,0.007,5.31089997291565
"2122","KLRB1",2,13,-0.372104203767625,0.092,4.53601694107056
"3117","MICB",3,180,0.00542094440671939,0.502,4.75538992881775
"3118","CACUL1",3,987,0.0530994125862128,0.977,4.08552193641663
"2123","POLR2J3",2,285,0.0337445077001034,0.739,4.80048584938049
"418","BCL2L2",4,492,0.031011496415692,0.799,4.33275508880615
"3119","FNTA",3,939,-0.0231233789652542,0.209,4.12967920303345
"3120","FNTB",3,796,-0.0386971706869039,0.093,4.49410319328308
"3121","AP4B1",3,1981,0.0173191622493654,0.811,4.11664581298828
"3122","CPD",3,1657,0.0168825239013577,0.799,3.59814715385437
"3123","AP4E1",3,1796,0.0202249050906441,0.856,4.04095101356506
"2124","FTL",2,121,0.0365605664738054,0.685,3.54908013343811
"3124","GNS",3,1548,-0.00229548726812394,0.46,3.94500207901001
"3125","TPD52L1",3,1657,0.0182282457233427,0.818,3.56671786308289
"3126","TXNDC5",3,1926,0.0178880836048296,0.835,4.03621101379395
"2125","CLINT1",2,173,0.090911004959821,0.922,3.61616396903992
"3127","PUM1",3,1552,0.0167486433026773,0.775,3.93885207176208
"2126","COX7C",2,219,-0.0425897767943899,0.223,4.74574589729309
"3128","NDUFA6",3,782,-0.0475604983882269,0.051,4.12265205383301
"3129","NDUFA8",3,779,-0.0511780168366106,0.042,4.53996896743774
"3130","NDUFB5",3,786,-0.0390134897567157,0.098,5.39337611198425
"3131","NDUFB7",3,947,-0.0705383731004758,0.003,4.1575779914856
"3132","NDUFB10",3,1062,-0.0235995505271978,0.166,4.68487882614136
"3133","NDUFS6",3,1027,-0.0424900165175248,0.059,4.19658899307251
"3134","RBM22",3,2011,0.0164393756029977,0.795,4.18165802955627
"2127","ISY1",2,126,0.0397886689058846,0.696,4.66638994216919
"3135","LRMDA",3,1140,0.00977320285364044,0.653,4.16275310516357
"3136","TOM1L2",3,747,0.00460885137143717,0.541,4.50843095779419
"3137","WDR11",3,568,-0.0182319769133782,0.28,4.50901699066162
"3138","SHTN1",3,543,-0.0409990478180716,0.112,3.99431991577148
"3139","THADA",3,1122,-0.0514929792438309,0.011,4.64263296127319
"3140","SNCG",3,190,-0.04771747020604,0.186,4.52305388450623
"3141","SULT1A1",3,922,-0.0231753429623099,0.184,4.57442903518677
"2128","UBA2",2,142,-0.16095175389519,0.006,4.82010293006897
"2129","KARS",2,89,-0.0103996912493052,0.486,4.18444490432739
"3142","ABCA2",3,419,-0.0219509038717471,0.324,4.35419797897339
"3143","ATP1A1",3,1751,-0.0215141524190637,0.137,4.82630205154419
"3144","ATP1B1",3,1537,-0.00977054078364075,0.313,4.28228807449341
"3145","ATP1B3",3,1516,-0.00850000324406535,0.332,4.7390730381012
"3146","PLN",3,1342,-0.0392986248722633,0.043,4.71121096611023
"2130","PGAM5",2,7,0.125988157669742,0.659,4.64013910293579
"3147","KCNJ8",3,477,-0.0484167200166095,0.092,4.38124084472656
"3148","KCNJ11",3,984,-0.0505593928294074,0.022,4.61636400222778
"3149","ABCB6",3,419,-0.0275287497494949,0.264,3.90579605102539
"2131","ACAD9",2,204,-0.0462154775821167,0.203,4.67182397842407
"2132","ABCA1",2,139,-0.0789592005907809,0.161,4.380450963974
"2133","NR1H2",2,45,-0.134157234067749,0.193,4.46029996871948
"3150","CHCHD4",3,631,-0.0397402453299068,0.123,5.18143510818481
"3151","SCYL2",3,102,0.00970491147346145,0.52,4.18872499465942
"2134","BCAP31",2,39,-0.293021693917524,0.011,4.42954802513123
"3152","PHB",3,1309,-0.00598749627136896,0.376,4.66036605834961
"2135","OSBPL10",2,13,-0.289414380708153,0.162,4.36610198020935
"3153","EBAG9",3,1320,0.0250501060153995,0.895,4.51569700241089
"2136","TOE1",2,2,-1,0.481,4.6104998588562
"3154","NUCKS1",3,503,0.0535207598921637,0.924,3.87684798240662
"3155","ECD",3,809,0.0298379575318628,0.85,4.54169702529907
"2137","AAR2",2,59,0.0223821396132316,0.571,4.47682404518127
"2138","GPATCH1",2,49,0.0521640530957301,0.66,4.0606369972229
"3156","EAPP",3,593,0.0106139358580316,0.643,4.43322992324829
"3157","DHX35",3,989,-0.0114928751553953,0.341,4.14114284515381
"2139","PAXBP1",2,19,0.036049204695725,0.568,4.36065888404846
"2140","SNRNP35",2,246,0.0200384577486074,0.633,4.79260301589966
"2141","SNRNP48",2,204,0.116863237323378,0.985,4.27161002159119
"2142","ZRSR2",2,207,0.0351752850778706,0.714,4.7313129901886
"3158","EXT1",3,694,-0.0190584831488252,0.266,5.18149614334106
"3159","EXT2",3,694,-0.0180045287148114,0.294,4.65769004821777
"3160","LRP10",3,1061,-0.0157106017948541,0.254,4.47770595550537
"3161","GLCE",3,694,-0.00869816604011553,0.398,5.21076202392578
"3162","HS6ST3",3,694,-0.0082647026161895,0.405,4.67756605148315
"3163","NDST2",3,694,-0.0175841296675698,0.271,5.11720991134644
"3164","HS6ST1",3,694,-0.00494148303275666,0.438,5.16178011894226
"3165","HS3ST3B1",3,694,-0.011009970967721,0.356,5.13155078887939
"3166","HS3ST2",3,694,-0.0164716101091889,0.307,4.67232584953308
"3167","HS3ST1",3,694,-0.00459471229361584,0.455,5.09891510009766
"2143","TAX1BP3",2,53,-0.165373910043951,0.097,4.64172387123108
"419","CDH23",4,102,-0.0996767390073817,0.116,4.46102094650269
"3168","RIDA",3,656,0.0405017728379391,0.889,4.34013915061951
"3169","SF3A3",3,2019,0.0128679035302746,0.747,3.72019815444946
"3170","CAPZA2",3,1295,0.0193032662518474,0.801,4.65009880065918
"2144","SACM1L",2,53,0.0808158687660548,0.761,4.51997494697571
"2145","DSG2",2,39,-0.0476748224902988,0.42,3.97458505630493
"3171","GMFB",3,517,0.073755495087287,0.983,4.29475402832031
"2146","RTN1",2,25,-0.14142135623731,0.305,4.36005592346191
"3172","INF2",3,548,0.0414848529083316,0.883,3.85428500175476
"3173","CYBRD1",3,539,0.0767937222578664,0.987,4.27754878997803
"3174","SPECC1",3,536,0.00629123304276862,0.581,3.88103699684143
"3175","CD163",3,963,-0.0311651283474272,0.127,4.57472586631775
"3176","PIGP",3,374,5.14266447496742e-05,0.476,5.15030908584595
"3177","PIGA",3,374,0.0138337674376623,0.607,4.66196799278259
"3178","PIGH",3,374,-0.00272561217173273,0.438,5.12400102615356
"2147","SH3PXD2B",2,29,-0.0906100470365937,0.281,4.50017404556274
"3179","LCP1",3,592,0.0138889579949678,0.676,4.00204300880432
"2148","BIN2",2,67,0.0321526371946097,0.636,4.66187500953674
"2149","FSCN1",2,38,-0.0816569168080017,0.279,4.5339949131012
"2150","SH3PXD2A",2,45,-0.0404519917477945,0.367,4.07566595077515
"420","ABCB7",4,925,-0.00881592642958995,0.37,4.6100070476532
"2151","NDOR1",2,41,-0.130827981079319,0.161,4.11238408088684
"3180","NUBP1",3,767,-0.00283061331833137,0.458,4.4973578453064
"2152","FAM96B",2,31,-0.0446232960501388,0.376,4.5282781124115
"3181","PFDN1",3,1493,-0.00134949694575735,0.47,4.14530801773071
"2153","MMS19",2,200,0.0110590159956488,0.565,4.93141007423401
"2154","NARFL",2,38,-0.0499147944202219,0.342,4.52351498603821
"2155","PABPC4",2,121,-0.0217004507284677,0.381,4.174565076828
"2156","CIAO1",2,34,-0.130293850832351,0.167,4.47891616821289
"2157","MRPL28",2,132,0.0612509355683102,0.775,4.59387302398682
"3182","MRPL54",3,863,0.000638456714684299,0.479,4.13185596466064
"3183","MRPL10",3,863,-0.00102653824713946,0.45,4.51465082168579
"2158","PDCD11",2,408,-0.0201932226921984,0.337,3.76624298095703
"3184","MRPS27",3,934,0.0236933959691788,0.778,4.563560962677
"3185","MRPL46",3,921,0.0132040243582244,0.66,4.58807802200317
"3186","MRPS28",3,863,0.00476964722146505,0.536,4.11106705665588
"3187","MRPS18B",3,901,0.00385415721839249,0.525,4.52459907531738
"3188","MRPS17",3,933,-0.00889519598208718,0.355,4.6159679889679
"3189","MRPL48",3,863,0.00377404840434006,0.525,4.11866688728333
"3190","MRPL39",3,1008,0.0212233391633597,0.78,4.59573101997375
"3191","MRPS21",3,863,0.00378066525165996,0.52,4.12426614761353
"3192","MRPL50",3,980,0.00556199976475907,0.579,4.59344696998596
"3193","PTCD3",3,1083,-0.0215786423248449,0.193,4.6340491771698
"2159","CDV3",2,57,-0.0906923823984585,0.241,4.07739305496216
"3194","MRPS22",3,863,0.00453179079834737,0.534,4.56369590759277
"3195","MRPL23",3,882,-0.00407640097293767,0.426,4.61860394477844
"3196","MRPS26",3,863,0.00589633554149617,0.546,4.11526203155518
"3197","MRPS24",3,863,0.00299198342763818,0.517,4.60337686538696
"3198","MRPS6",3,1109,-0.00806510771671488,0.359,4.7056348323822
"3199","MRPL41",3,863,0.00598965891037055,0.559,4.10122394561768
"3200","MRPL40",3,1036,0.0223864326432489,0.788,4.67980408668518
"3201","MRPL38",3,939,0.00340565661446284,0.537,4.19103503227234
"3202","MRPL57",3,863,0.000450675328012446,0.474,4.58033585548401
"3203","MRPL45",3,863,0.000857453783407278,0.487,4.66241312026978
"2160","MRPL43",2,133,0.0625304097112508,0.798,4.16444396972656
"3204","MRPS36",3,863,0.00430645313434115,0.525,4.54750084877014
"3205","MRRF",3,1122,0.018437436219192,0.755,4.7358341217041
"3206","SNAPC5",3,1648,0.0103966908551021,0.684,4.32154607772827
"3207","POLR3G",3,1696,-0.00244131603225989,0.466,4.81177592277527
"2161","NUDT2",2,256,0.0404671692820727,0.754,4.82568001747131
"2162","NFIA",2,165,-0.00121585602004626,0.482,4.24437880516052
"2163","NFIC",2,94,0.114496176122003,0.884,4.49121809005737
"2164","GPN3",2,97,-0.158832857065641,0.031,4.20642805099487
"2165","PIH1D1",2,102,-0.00695946797832609,0.458,4.60830092430115
"3208","BRF2",3,1205,0.0080785376434519,0.61,4.6217188835144
"3209","BDP1",3,1331,0.0125893623183448,0.696,4.24802303314209
