"","1","2","3","4","5","6"
"PSMA3",0.353169234548711,0.407922933271988,0.391686274466628,0.381149585451507,0.411042452799313,0.444202661905543
"ASPM",0.36026458315035,0.417285781061765,0.394850615930967,0.39172162255723,0.428413211231757,0.446874789274807
"PSME2",0.362766661877375,0.425802741769426,0.403540739366999,0.403588277102136,0.439307265148177,0.456842178177283
"TOP2A",0.372301575573436,0.435382509054854,0.406897587593561,0.420907088268185,0.451500838663252,0.457023507328763
"NGFR",0.428160544174919,0.485539394203647,0.407312034880536,0.431357713713052,0.453751124383034,0.469307020677168
"CDC20",0.435050037499471,0.486749596193268,0.415707673511091,0.442251767629473,0.466034637731439,0.473912100009921
"PSMC2",0.437654623595065,0.489606723453528,0.424745457056077,0.454535280977878,0.476162385729702,0.500636999837127
"CCT3",0.438317642431225,0.490927685962498,0.435147530560467,0.466728854492953,0.486365320721149,0.510839934828574
"CCNB2",0.44366965283756,0.500080719104125,0.446689043499451,0.476925449318443,0.513090220548355,0.523324846005967
"DNA2",0.477666687873727,0.508680259598927,0.458972556847856,0.515692720209109,0.525575131725748,0.536060463011312
"NCAPG",0.482471748441464,0.510508264006934,0.471045156839703,0.518701186686721,0.538310748731093,0.548896579355658
"AKT1",0.534586940866784,0.519350301704643,0.488498669228009,0.528904121678168,0.53858176433578,0.562657901381458
"KIF2C",0.540462958786518,0.527745940335198,0.499297627670855,0.535314058859226,0.551624862403562,0.577766743298004
"PSMB5",0.543031353287566,0.529471373649106,0.510183013260802,0.562219436424268,0.566601683304484,0.580454966995787
"CCNE1",0.545663019728063,0.560197352771971,0.510758975550352,0.574877192668124,0.580725982600474,0.588505442998006
"EP300",0.580283704106528,0.570333781070826,0.520663442882701,0.587799563273104,0.588776458602693,0.588776458602693
"CDCA8",0.586183314536828,0.580255845998577,0.533334957156146,0.602648323861249,0.589268506586747,0.601658396829239
"RBBP4",0.586675108595213,0.581090036636336,0.543537892147593,0.616744812045331,0.628035777477413,0.613973863509397
"PLK1",0.595011437214268,0.598312441640495,0.555906299556509,0.630616854346425,0.631341731073699,0.625862472573217
"ITGA1",0.641208678003577,0.60989377726084,0.557689792867886,0.638667330348644,0.638667330348644,0.665117920581225
"SRC",0.641461278351833,0.620035245618126,0.570299531255003,0.64212105949018,0.651816353211867,0.672598545322716
"PSMD2",0.644042028760127,0.632472275816432,0.584816709874118,0.642833293511121,0.664286845358571,0.698484376821076
"KIF4A",0.659463793058423,0.635378601940131,0.612655650460994,0.646476222475737,0.676396546903056,0.701790330417362
"BLM",0.661137810623456,0.648037808212688,0.627327607060327,0.646890669762712,0.679850276044592,0.711194052512473
"MELK",0.676669710310744,0.657912437203544,0.64119964936142,0.660039692625935,0.683493205009208,0.720340334589342
"TFDP2",0.6778305453158,0.669060820283935,0.642624662178847,0.672510184772639,0.709379036507568,0.731256254049724
"FOS",0.678087019451413,0.68173233455738,0.650928690998093,0.684619886317124,0.718782758602678,0.73470998319126
"PSMB3",0.680829505988856,0.692074576978267,0.66263829498661,0.686608218981669,0.719494992623619,0.745132860779536
"PSMD12",0.683628757379306,0.692236810824253,0.664859012683269,0.696011941076779,0.728641274700489,0.74562490876359
"RBBP7",0.683792251869429,0.695415034036865,0.691750514757337,0.721897772575139,0.730629607365034,0.749267837728206
"KIF20A",0.69162355954651,0.698430822419652,0.705275750544913,0.723534421177973,0.741730447180503,0.769769526890722
"EPHB1",0.69197642371647,0.701220088521948,0.717959138118213,0.732737436284597,0.752153324768779,0.78230890521451
"MAD2L1",0.701111122173436,0.713588495930864,0.773818106719696,0.733313398574147,0.76261641170945,0.798730301912878
"UBE2C",0.711613813304577,0.71673662459417,0.776957477428216,0.736411785439152,0.785194392255083,0.800903554932509
"BUB1B",0.722084991450192,0.730910690943412,0.786506913099885,0.747512625254622,0.788079399750081,0.80402308025332
"CENPE",0.739902617541614,0.746247038490498,0.789605299964889,0.750067502856501,0.804735314274261,0.812675076661256
"UBE2D1",0.742118286483044,0.759542122440042,0.792160177566769,0.778885478253984,0.805149761561236,0.823060599844327
"BRCA1",0.74359959697118,0.821160635592262,0.819968964682596,0.78938526461352,0.807719910615787,0.823772833865268
"PSMA7",0.746435028131222,0.848999576179138,0.82925423163135,0.804138256306901,0.816573975025317,0.826545050921413
"DLGAP5",0.755108340076414,0.852642151977561,0.83008842226911,0.814561133895177,0.818454169608488,0.83493784819979
"RFC3",0.756366399656637,0.86663230348114,0.841189262084579,0.817153301508529,0.82883969279156,0.843401501907335
"NDC80",0.764279769086232,0.870114332086864,0.853937006058206,0.841967225856908,0.837290395113477,0.845360862169261
"SEM1",0.767307179017341,0.87848898593982,0.915555519210426,0.850957738613732,0.845810424641258,0.855982374428478
"RELN",0.821268857510359,0.880754304052024,0.924124746650171,0.861343261796803,0.874628400038742,0.873562654626547
"CENPF",0.829932860626763,0.884156551659645,0.936933848771829,0.869877915152545,0.892208680236811,0.886077357543136
"DMD",0.845643072109243,0.887223003690587,0.947356726360105,0.878479678638235,0.8951655493702,0.886526920015134
"YWHAH",0.84642350754899,0.899405754034924,0.972408781713715,0.881619049346755,0.905787061629418,0.892814528502798
"MAPK1",0.846565633097191,0.913048025036598,0.975351465185885,0.899248417414557,0.918301764546006,0.921632503900281
"KRAS",0.872152633821959,0.92583456002694,1.02746665761121,0.909869929673775,0.919245261881843,0.930383734367879
"PSMD11",0.875261764746686,0.9271083917289,1.0305687719832,0.971488442825995,0.925532870369507,0.933420292162402
"MAPK3",0.907912628871347,0.928748348312493,1.03910342533894,0.984003145742583,0.934363789498239,0.9396797963576
"MET",0.908144997894945,0.929141119450548,1.04770518882463,0.990290754230247,0.937503160206759,0.951211572795182
"KIT",0.908692784574461,0.963806654917947,1.05099885890415,0.999121673358979,0.940502668525542,0.960680341913737
"HDAC1",0.908937907087363,0.966877849994184,1.05412005546778,1.00212118167776,0.949971437644098,0.963526499284338
"VEGFD",0.910039153547192,0.976427285665852,1.06450557865085,1.05798015027925,0.956230941839296,0.972819766111682
"PSMA6",0.912726464371048,1.00423607278168,1.06683770988098,1.0674489193978,0.967762718276877,0.997379521974991
"ZWINT",0.921273452546488,1.01352133973043,1.07015898686552,1.073708423593,1.0293812314291,1.00282018377982
"PSMD1",0.924143632272149,1.01502312536044,1.08078049912474,1.07690078201372,1.03867449825644,1.00391703206384
"HMMR",0.933296665413776,1.02612396517591,1.09840986719254,1.07991676797939,1.0442843476114,1.00722559032249
"TTK",0.941243421160815,1.02937414621337,1.10724078632127,1.08921003480673,1.06884410347471,1.01869102769577
"PSMB2",0.943999406050333,1.03267808165104,1.11975548923786,1.10074181124431,1.07550788424512,1.03825501752854
"BRIP1",0.945840638953556,1.09026205548349,1.12339806503629,1.10660234218294,1.09507187407789,1.03825831630221
"YWHAB",0.946478730416387,1.09185780757066,1.1264808670068,1.11005585112447,1.10653731145117,1.04492209707262
"CHD4",1.00805032335182,1.09460553926278,1.12996289561252,1.11098732141001,1.1156933436258,1.10654061022484
"NUSAP1",1.017854868881,1.09597218192968,1.1363397000347,1.11425445804224,1.11898455703825,1.11569664239947
"DTL",1.02735361261133,1.10880431904839,1.14580846915326,1.11738889051256,1.12211898950857,1.12432838942387
"CDC45",1.04434224118582,1.10915718321835,1.1551017359806,1.14194864637587,1.13019398932139,1.1324033892367
"UBE2A",1.04506541268559,1.11046281405801,1.16144957677956,1.15002364618869,1.13882573634579,1.14149893492446
"NUF2",1.0544271953889,1.11913269334896,1.1634254128077,1.15333316764266,1.14212716063916,1.14858233547145
"KIF23",1.06467933200093,1.13194179547062,1.16682766041532,1.17289715747543,1.14213045941284,1.15179157501793
"ITGB1",1.06498109086956,1.14251090970209,1.16889936826433,1.17956093824584,1.15137745648343,1.16184117311256
"RACGAP1",1.073972119545,1.14543756955796,1.16924165553488,1.18923426620305,1.15853607940242,1.16528425320368
"CENPA",1.08427742551399,1.14595377684206,1.16945437324837,1.20069970357632,1.2143950480039,1.17280824376466
"NEK2",1.09659049151294,1.1490778876257,1.18098614968595,1.20994670064692,1.22444464609853,1.18209513645639
"ERCC6L",1.10951238303205,1.17412994297931,1.18906114949877,1.26206189307224,1.23196863665951,1.19187931921665
"CDKN3",1.12263239516146,1.18266459633505,1.19593338232519,1.26582520832723,1.23556280836326,1.19518074351002
"NBN",1.1235542259492,1.21666163137122,1.19931476675757,1.27445695535163,1.23895837642266,1.2038704181225
"PBK",1.13470260902959,1.22526339485691,1.20250443885651,1.27805089463474,1.24824526911439,1.21177684967424
"ATM",1.13543322729303,1.22807923990354,1.2371949909592,1.28520951755372,1.25166938042579,1.21633749632072
"SUMO1",1.13660546294979,1.23158648799667,1.23754785512916,1.2852128163274,1.26145356318604,1.21993166802447
"OIP5",1.14863606375776,1.23181063306588,1.26210761099247,1.28800809776884,1.27014323779853,1.22332723608386
"PSMD3",1.15127282300057,1.23506451264281,1.27104446544397,1.29553208832982,1.27390655305352,1.23193676023956
"CEP55",1.16424224023122,1.2640321867641,1.29060845527674,1.30558168642446,1.27560020857195,1.23536087155096
"HJURP",1.17680886399979,1.26614557009806,1.30080819164308,1.308165538914,1.2835066401237,1.23769010448153
"H2AFX",1.17992159567696,1.276644663147,1.30773772414101,1.31745243160573,1.2871005794068,1.29354907308301
"CENPU",1.19130858739416,1.2783928893467,1.30968720146286,1.32110785266126,1.29562912997537,1.297312388338
"PSMC6",1.19390727121915,1.33240262313691,1.31240557460705,1.32145013993181,1.30027075020898,1.30016047906674
"YWHAG",1.22853294290121,1.34413552371484,1.31458357617746,1.32340987334938,1.30259998313954,1.30291199172168
"PSME1",1.23143619633181,1.36970311729104,1.31649310167629,1.33319405610964,1.30610858194957,1.30650593100479
"PTK2",1.23212896688278,1.37051661306635,1.31669564714884,1.33542636377127,1.30721085130024,1.31339780323534
"PPP2R5C",1.23257903552415,1.38328216414289,1.32026685044946,1.34350359438814,1.31005894202897,1.31339780323534
"PCLAF",1.24740361150049,1.3847498043722,1.33173228782274,1.35219326900063,1.31038043558664,1.31509145875377
"PTTG1",1.26540215060335,1.38755993942728,1.33535534197259,1.35548720426224,1.31038043558664,1.31761418144713
"RAC3",1.26557810649342,1.40518930749508,1.34414254498843,1.35568974973479,1.31313194824159,1.32112278025715
"RAD1",1.26697477148441,1.41402022662381,1.34618618598793,1.35604261390475,1.31580492854773,1.32144427381482
"ANLN",1.29481371207129,1.41470310801082,1.35345625494424,1.36457116447332,1.36800173402528,1.32429282567945
"RRM2",1.30922399544005,1.42217583063847,1.37902384852045,1.36457116447332,1.37489360625583,1.33239185279146
"H2AFZ",1.31302290653304,1.42517518968021,1.37983734429575,1.367613088436,1.37509615172838,1.35795944636767
"KIF18A",1.32140795041604,1.43464395879877,1.38900633594904,1.36992141797196,1.40066374530458,1.35816199184021
"RFC5",1.32265384589879,1.4355306542617,1.44301606973926,1.37458394160017,1.40381110755131,1.3613259208734
"RAC2",1.32282750689333,1.44200937054597,1.45099537071967,1.40015153517637,1.40710504281293,1.39207333903644
"SKP2",1.35804614082535,1.44235760981289,1.46073173959021,1.40234833499756,1.41003803498995,1.39467390604512
"TFDP1",1.35876294758336,1.44523567396724,1.46141462097722,1.43704911584887,1.41256075768331,1.40287683736591
"YWHAZ",1.35963008094541,1.44609038862809,1.46453281124014,1.44052987124964,1.41499696940182,1.4070993630753
"PRC1",1.37195430526922,1.44654789358229,1.52211678507258,1.44406301382441,1.41534983357178,1.41023033721795
"FOXM1",1.38575736978251,1.44879517681116,1.53226983005851,1.45095488605496,1.4234488606838,1.41339509932002
"PSMB8",1.38740142479023,1.45246524511191,1.53392165300812,1.50507703686278,1.42604942769248,1.41740382145514
"UBE2I",1.38801769077984,1.45327993294147,1.5372487827375,1.50782854951773,1.43063344341357,1.42429214983251
"CAV1",1.38846460796759,1.46295332438848,1.54028673372796,1.51091626827392,1.43400470671728,1.43637704578827
"CENPM",1.40130938529754,1.46489614649915,1.54222746280222,1.51299102012901,1.43748546211805,1.48857385126582
"OXTR",1.4014023225168,1.49755078632424,1.5422307615759,1.5132037378425,1.46823288028109,1.48967612061649
"PSMD5",1.40395662356496,1.50908256276182,1.55030799219277,1.51572646053585,1.47643581160188,1.4900598426072
"MAPK11",1.40437199753196,1.51754882811906,1.58489847940851,1.51640934192286,1.48852070755764,1.49766926847296
"PSMA1",1.40611902675135,1.51851312878245,1.59342702997708,1.51722283769816,1.49205385013241,1.49850075022071
"PPP1CA",1.40709307054736,1.52658812859527,1.59688555877921,1.51926647869766,1.49430045483313,1.501777285627
"KIF14",1.43490185766319,1.52676408448534,1.59688555877921,1.52186704570634,1.49468417682385,1.50227168284868
"ATR",1.47152138495323,1.54639908935708,1.59897561781556,1.52234166304737,1.49528484735247,1.50580478599343
"SPC25",1.48108350696225,1.5550470860489,1.602261796088,1.52538472126687,1.54951029069203,1.51133066618162
"PSMD8",1.48329691469401,1.55788546667639,1.60314849155093,1.52737394256078,1.58421679460346,1.51178980365852
"PXN",1.4839680881135,1.55807342786801,1.61183816616342,1.53259593765692,1.58504827635121,1.51753987911058
"MRE11",1.4847198970861,1.58283839025777,1.61414649569938,1.53569236786188,1.58593444712013,1.52017136158721
"CDCA5",1.49401726454747,1.59197489169513,1.61728466769578,1.54815291793061,1.58994316925525,1.52816091829464
"EGF",1.49509878848834,1.59269806319491,1.62004288897804,1.55625194504263,1.59143487592655,1.53164167369541
"KIF15",1.50619962830381,1.60379547768876,1.62481782962386,1.55663566703334,1.59190949326758,1.53517481627017
"PSMD13",1.54312297922814,1.61072501018669,1.62782707719029,1.55993005278659,1.59879782164494,1.54051750174475
"RFC2",1.54463809988824,1.6109599906945,1.62883787904257,1.5631911753736,1.60144246311022,1.54276410644546
"E2F1",1.54715330545479,1.6138286983556,1.6319069052646,1.56402265712136,1.60905188897597,1.55105896231042
"EPHA2",1.54766842769884,1.62550591648038,1.63432053132288,1.56771022756443,1.61258499212071,1.55194513307934
"CARM1",1.54798561746496,1.6327759854367,1.63479514866391,1.57584715539748,1.61811087230891,1.55241975042037
"CENPK",1.56094776286312,1.63597695013579,1.63533295554468,1.57733886206878,1.62116306151393,1.60664519375993
"KNL1",1.56977269709352,1.63624715419376,1.63557992647371,1.60815228371956,1.62425036073338,1.60813690043123
"HIST1H2BK",1.57404174490349,1.63691832761325,1.64253374668982,1.60916308557184,1.63000043618544,1.61416619728209
"CKS2",1.58465010006647,1.63749270669074,1.64588176992981,1.61087010963791,1.63232262923669,1.64887270119351
"SEC13",1.59746702975846,1.63811083857976,1.65147149825727,1.66845408347035,1.63333343108897,1.65331011354693
"COL18A1",1.6262599484461,1.64728776959758,1.65368319290583,1.67135473833365,1.63609901145805,1.66138314075184
"SCN3B",1.62626248120019,1.65547376044048,1.65406691489655,1.67481326713578,1.63939339721129,1.66429647938447
"SGO1",1.63456191641657,1.65609381480802,1.65692752418657,1.67590946171288,1.64738295391872,1.66530728123675
"FYN",1.63511091510281,1.66591588673904,1.66951101681044,1.67814514653275,1.6494780200651,1.66835947044176
"SKA1",1.64348367236159,1.66931310168209,1.66996301716512,1.71293717945478,1.65504939800406,1.67100411190704
"CREBBP",1.64353393737383,1.67946614666802,1.6730731711426,1.71694590158991,1.66334425386902,1.67409141112649
"MAPK14",1.64364245124858,1.68018522953446,1.67567373815128,1.72234677669068,1.66937355071987,1.67738579687974
"PSMC3",1.64522620178945,1.68161111813412,1.6837727652633,1.72587987983542,1.67046974529698,1.6843688244192
"TYMS",1.65577233549962,1.68161111813412,1.68535542270435,1.7336143107886,1.67338308392961,1.68713440478828
"ESPL1",1.68141192039009,1.68482826413321,1.68566893667512,1.736752482785,1.67676133454139,1.68968529030391
"RPA1",1.68163818746355,1.69291413756929,1.68650041842287,1.74364081116237,1.67739102419509,1.72723177242554
"CTNNB1",1.68211008943635,1.69329785956001,1.69463734625592,1.74666842211192,1.6854640514,1.73100552773795
"RAD51AP1",1.69441123604851,1.69884907995198,1.6986512936565,1.74971908495082,1.68990146375342,1.73310059388433
"PRKAG1",1.69468390932505,1.70122726688455,1.73514612521881,1.75005700664961,1.69230234799672,1.74024724387061
"YWHAE",1.69469729959241,1.70280310238404,1.76595954686959,1.75796897766318,1.74988632182916,1.74134343844771
"CDKN1A",1.69484497721321,1.70392429167463,1.76700119477669,1.7601912711065,1.78467835475119,1.7447216890595
