"","gene.id","radius","size","observed.tau_b","p.Decay","time"
"53","THBS1",4,9068,-0.0426565775024864,0.000999000999000999,16.645406961441s
"54","TIMP1",4,9092,-0.0467757369544134,0.000999000999000999,16.7220649719238s
"55","TIMP3",3,7121,-0.033526087349152,0.000999000999000999,17.0952858924866s
"56","SERPING1",4,9038,-0.0454697855702054,0.000999000999000999,16.578449010849s
"57","TMSB4X",4,9068,-0.0405844388855137,0.000999000999000999,16.6838018894196s
"58","CLEC3B",4,9021,-0.0446611772643701,0.000999000999000999,16.5835149288177s
"59","VEGFA",4,9245,-0.0392985762345157,0.000999000999000999,17.4421989917755s
"60","VEGFB",4,9088,-0.0445034337976481,0.000999000999000999,17.1730859279633s
"61","VEGFC",4,9127,-0.0399645454835112,0.000999000999000999,17.0137500762939s
"62","VWF",4,9153,-0.0498727688930813,0.000999000999000999,16.8008620738983s
"63","PCYOX1L",4,9021,-0.0447638566474288,0.000999000999000999,16.8365058898926s
"64","ACTN4",3,7674,-0.0311505026657446,0.000999000999000999,15.0717589855194s
"65","FERMT3",4,9075,-0.0393507468144175,0.000999000999000999,16.9175591468811s
"66","ACTN1",3,7727,-0.0325436604005454,0.000999000999000999,14.3987991809845s
"67","CYP2A6",3,2146,-0.0109950673135263,0.261,14.5518548488617s
"68","XDH",5,9206,-0.0322204749385489,0.000999000999000999,17.6840300559998s
"69","NAT1",7,9383,-0.0235873230311278,0.001,16.3260858058929s
"70","SGF29",5,9323,-0.020539699843989,0.002,16.2352800369263s
"71","NT5C3B",4,8768,-0.0420065258062227,0.000999000999000999,15.9623939990997s
"72","ADK",4,8305,-0.0232030277251064,0.005,15.3287518024445s
"73","DCK",4,8402,-0.0215835497628454,0.009,15.1427278518677s
"74","DPP4",6,9375,-0.021870637542035,0.001,14.7767910957336s
"75","NT5C2",4,8768,-0.0417909409762511,0.000999000999000999,16.3644158840179s
"76","NT5C",4,8768,-0.0419506541619972,0.000999000999000999,16.4226131439209s
"77","APRT",4,8534,-0.0136970787514427,0.056,15.7900390625s
"78","MYB",3,8151,-0.0339544013173825,0.000999000999000999,14.4131500720978s
"79","PNP",4,8212,-0.0333082758013342,0.000999000999000999,14.7339851856232s
"80","NT5E",4,8944,-0.0450158450596479,0.000999000999000999,16.2930691242218s
"81","PA2G4",2,856,0.00576885885459147,0.572,16.3540990352631s
"82","NT5C3A",4,8768,-0.0415983621174311,0.000999000999000999,16.054221868515s
"83","ADA2",2,245,-0.0655117232669575,0.109,14.7496900558472s
"84","BRIX1",8,9396,-0.00249601175099138,0.378,16.8499500751495s
"85","NT5M",4,8768,-0.0419006563827465,0.000999000999000999,16.0663189888s
"86","RDH14",9,9396,-0.00474634118920018,0.28,15.9892117977142s
"87","TRMT11",2,510,-0.0299622790237175,0.203,15.7422578334808s
"88","TRRAP",2,2354,-0.0365761432664933,0.017,14.1751260757446s
"89","CDH3",4,8332,-0.0520495695701873,0.000999000999000999,15.2052609920502s
"90","CDH5",4,8990,-0.0522205427507423,0.000999000999000999,16.5171349048615s
"91","CDH6",4,8332,-0.0524090272474648,0.000999000999000999,15.3202171325684s
"92","CDH11",4,8416,-0.0559849437870081,0.000999000999000999,15.2503430843353s
"93","CDH13",4,8332,-0.0519868317232,0.000999000999000999,15.3819618225098s
"94","ADAM10",4,9117,-0.0325784055290024,0.000999000999000999,17.2178339958191s
"95","APC2",4,9054,-0.0334382900694903,0.000999000999000999,17.4885308742523s
"96","CAVIN3",5,9315,-0.0403768498707815,0.000999000999000999,15.80757188797s
"97","CREBBP",7,9396,-0.0205927191911797,0.004,15.9664740562439s
"98","MAPK14",3,8427,-0.0348929039489487,0.000999000999000999,16.1261069774628s
"99","CTNNA1",3,7713,-0.0597158462343788,0.000999000999000999,17.9119250774384s
"100","CTNNB1",3,8564,-0.0352194211967674,0.000999000999000999,17.3812351226807s
"101","CTNND1",3,7115,-0.0511132978204557,0.000999000999000999,16.9141089916229s
"102","FER",4,8967,-0.0368893772598492,0.000999000999000999,18.0855391025543s
"103","FGFR1",4,9163,-0.0299197093607887,0.000999000999000999,16.969486951828s
"104","PIP5K1C",4,9129,-0.0299704758358755,0.000999000999000999,16.7505838871002s
"105","ABL1",3,7918,-0.045262199573252,0.000999000999000999,14.7005920410156s
"106","GJA1",4,9155,-0.0403284102574497,0.000999000999000999,16.8181619644165s
"107","GRIA2",3,6904,-0.0342067858232515,0.000999000999000999,16.8466420173645s
"108","NENF",4,8637,-0.0246586439439819,0.002,15.7768940925598s
"109","APC",7,9395,-0.0199569658917765,0.009,17.8851408958435s
"110","JUP",3,6435,-0.0337804546458324,0.000999000999000999,16.5318071842194s
"111","KIF5B",3,6882,-0.049712167677095,0.000999000999000999,16.8415632247925s
"112","RHOA",3,8570,-0.056946017918997,0.000999000999000999,15.5891938209534s
"113","LRP5",5,9350,-0.023324191188182,0.001,16.7191610336304s
"114","MEF2A",4,9145,-0.0401729560377088,0.000999000999000999,16.7754900455475s
"115","MEF2C",3,7851,-0.0349716479942644,0.000999000999000999,17.1032838821411s
"116","MEF2D",3,7482,-0.0316489307001771,0.000999000999000999,16.9684448242188s
"117","MET",3,8060,-0.0286989202297524,0.000999000999000999,17.773334980011s
"118","MMP9",3,7370,-0.0362369491859992,0.000999000999000999,17.102826833725s
"119","MTHFD1",4,8946,-0.0340707251526758,0.000999000999000999,16.3326830863953s
"120","NTRK2",4,9053,-0.0387629223571265,0.000999000999000999,16.6884279251099s
"121","PC",4,9168,-0.0395583916037891,0.000999000999000999,13.819993019104s
"122","CDON",4,9022,-0.0433156609766117,0.000999000999000999,16.6102030277252s
"123","PIK3CA",5,9380,-0.0252828822621425,0.000999000999000999,18.1794168949127s
"124","SARS2",4,8800,-0.0408950608251548,0.000999000999000999,15.948059797287s
"125","MAPK11",3,8205,-0.0392809884757986,0.000999000999000999,14.99507188797s
"126","MAP2K6",3,7073,-0.0377488528510529,0.000999000999000999,16.9524400234222s
"127","PTPN1",4,9173,-0.0340936092914592,0.000999000999000999,14.033262014389s
"128","PTPN11",3,8320,-0.0287026619507049,0.000999000999000999,17.7798140048981s
"129","RAC1",3,8059,-0.0528990745119777,0.000999000999000999,15.0985910892487s
"130","ROBO1",3,6246,-0.0421524363432373,0.000999000999000999,16.80455493927s
"131","MAPK12",3,7941,-0.0548096352377589,0.000999000999000999,14.7976241111755s
"132","CDH24",4,8332,-0.0520011904502088,0.000999000999000999,15.2114078998566s
"133","SLIT1",4,8722,-0.0384748842662709,0.000999000999000999,16.2328259944916s
"134","BNIP2",3,6064,-0.0387255579693349,0.000999000999000999,16.5622720718384s
"135","TCF3",3,6623,-0.0373379308724932,0.000999000999000999,16.7473130226135s
"136","MRPL49",8,9396,-0.020067306296234,0.005,16.1357700824738s
"137","AXIN1",6,9391,-0.0238710040387876,0.000999000999000999,17.366791009903s
"138","SPAG9",3,6193,-0.0454266255847791,0.000999000999000999,16.5327339172363s
"139","CABLES1",3,5494,-0.0457426725443257,0.000999000999000999,16.22505402565s
"140","PPT2",4,8768,-0.024399661777273,0.001,16.0812759399414s
"141","CDC42",2,4177,-0.0501624205020163,0.000999000999000999,15.4839999675751s
"142","CDH1",3,7575,-0.0332380475482718,0.000999000999000999,17.2312319278717s
"143","PTBP3",4,7731,-0.0480570166122275,0.000999000999000999,14.8669838905334s
"144","CDKN1A",3,8427,-0.0306152409151477,0.000999000999000999,15.0896718502045s
"145","CDKN1B",5,9376,-0.0218523418576873,0.000999000999000999,17.9592351913452s
"146","CREB3",4,9164,-0.0467508142452646,0.000999000999000999,16.7994768619537s
"147","GNB5",7,9396,-0.0213878252286312,0.001,14.2892141342163s
"148","ADCY2",7,9396,-0.0162008870583367,0.022,14.4935119152069s
"149","ADCY3",7,9396,-0.016160347049649,0.019,14.4569461345673s
"150","ADCY5",7,9396,-0.0159873048585313,0.023,14.49556016922s
"151","CDC37",6,9391,-0.0245037203609005,0.000999000999000999,14.5709149837494s
"152","ADCY6",7,9396,-0.0160063440813663,0.022,14.2033560276031s
"153","ADCY7",4,9213,-0.027069151446615,0.000999000999000999,14.7469727993011s
"154","CHUK",8,9396,-0.00584937934052775,0.223,17.9112842082977s
"155","ADCY9",7,9396,-0.0162993899435928,0.019,14.1592140197754s
"156","THEM4",4,8619,-0.0403772363510186,0.000999000999000999,15.7382440567017s
"157","MAP3K8",5,9363,-0.0196321486078057,0.001,17.2948560714722s
"158","CREB1",4,9245,-0.0496656905368991,0.000999000999000999,14.7675859928131s
"159","ATF2",3,8353,-0.0644372492556485,0.000999000999000999,14.5646929740906s
"160","ATF6B",4,9144,-0.04300657621968,0.000999000999000999,16.7083530426025s
"161","CSF2RA",4,9157,-0.0356537065870122,0.000999000999000999,17.2299058437347s
"162","CSF2RB",5,9366,-0.0290717595994569,0.000999000999000999,16.8051309585571s
"163","CREB3L4",4,9164,-0.0464881711993273,0.000999000999000999,16.8806810379028s
"164","S1PR3",4,9097,-0.0367653384107504,0.000999000999000999,16.795166015625s
"165","ADCY4",7,9396,-0.015909589728513,0.023,14.5690169334412s
"166","CRTC2",4,9102,-0.0294899410943606,0.000999000999000999,16.6616868972778s
"167","AKT1",3,8535,-0.040808935819563,0.000999000999000999,14.7702589035034s
"168","AKT2",5,9376,-0.0327478665380622,0.000999000999000999,14.6323239803314s
"169","PHLPP2",5,9344,-0.0275296978442315,0.000999000999000999,16.1296758651733s
"170","FOXO1",7,9396,-0.0231644733859688,0.001,14.7710618972778s
"171","FOXO3",4,9221,-0.0281766982777708,0.000999000999000999,14.6252090930939s
"172","FLT1",4,9177,-0.0339088322707956,0.000999000999000999,16.9987678527832s
"173","PHLPP1",5,9352,-0.0276148201314999,0.000999000999000999,16.1405370235443s
"174","PIK3R5",4,9212,-0.0328552545569766,0.000999000999000999,17.2181880474091s
"175","BRD1",5,9358,-0.0244823790071061,0.000999000999000999,16.687618970871s
"176","MTOR",4,9246,-0.0300335806911775,0.000999000999000999,17.5998368263245s
"177","RICTOR",5,9347,-0.0285215149992113,0.000999000999000999,16.6692180633545s
"178","FYN",4,9279,-0.0359496670930774,0.000999000999000999,14.6188771724701s
"179","BRPF3",5,9358,-0.0247686663033086,0.000999000999000999,17.3508009910583s
"180","GNAI1",4,9231,-0.0436338431898695,0.000999000999000999,15.3682670593262s
"181","GNAI3",3,7596,-0.0288362999630165,0.000999000999000999,17.2371900081635s
"182","GNAO1",3,7529,-0.029578653904902,0.000999000999000999,17.6194689273834s
"183","GNAZ",3,7456,-0.0333412787727036,0.000999000999000999,17.126179933548s
"184","GNB1",3,8150,-0.0303294821944022,0.000999000999000999,14.5338768959045s
"185","GNB2",5,9375,-0.0211505925689592,0.002,14.7148621082306s
"186","GNG4",5,9375,-0.0214191724560982,0.002,14.6791760921478s
"187","GNG5",5,9375,-0.0210785790351458,0.002,14.6482310295105s
"188","GNG7",5,9375,-0.0206618438399363,0.003,14.7327558994293s
"189","GNG10",7,9396,-0.0216571119611029,0.001,14.7405400276184s
"190","GNG11",5,9375,-0.0210277813679535,0.002,14.7038218975067s
"191","PPP2R3B",4,9119,-0.0494109549482395,0.000999000999000999,16.8768920898438s
"192","GSK3A",4,9088,-0.0315426194005692,0.000999000999000999,16.778834104538s
"193","GSK3B",5,9381,-0.0213650242113027,0.004,15.2560181617737s
"194","NR4A1",4,9091,-0.0277065092420479,0.000999000999000999,16.6181750297546s
"195","HSP90AA1",3,8727,-0.0419799118709407,0.000999000999000999,15.6403498649597s
"196","HSP90AB1",4,9249,-0.0347242190105617,0.000999000999000999,14.7618119716644s
"197","IKBKB",3,8090,-0.00407813783628074,0.323,17.3863580226898s
"198","IL2RA",6,9393,-0.0247520714706912,0.001,14.261892080307s
"199","IL2RB",6,9393,-0.0201496181080823,0.007,14.5391130447388s
"200","IL2RG",4,9228,-0.020482607392598,0.004,14.6600451469421s
"201","IL3RA",7,9394,-0.0286729711303116,0.000999000999000999,16.8097999095917s
"202","ILK",3,7650,-0.0521073304703257,0.000999000999000999,17.2491030693054s
"203","JAK1",5,9381,-0.0224420058882733,0.002,14.6963810920715s
"204","JAK2",5,9380,-0.0318033735577001,0.000999000999000999,17.7216739654541s
"205","JAK3",7,9396,-0.0254566570595805,0.001,14.2982330322266s
"206","LCK",5,9381,-0.0243820529666757,0.000999000999000999,14.8924069404602s
"207","LYN",4,9253,-0.0338087044795121,0.000999000999000999,14.8257730007172s
"208","MAP3K5",4,9147,-0.046048958946458,0.000999000999000999,13.8289649486542s
"209","FOXO4",6,9391,-0.0232471557016735,0.002,14.6030468940735s
"210","ATF4",4,9202,-0.0425898834294845,0.000999000999000999,14.4162690639496s
"211","NKX3-1",4,8764,-0.0377809211481289,0.000999000999000999,16.0268020629883s
"212","NOS3",4,9239,-0.040732465574908,0.000999000999000999,17.2988648414612s
"213","PHF20",8,9396,-0.0154415770891005,0.03,16.7379541397095s
"214","TBC1D7",4,8975,-0.0316236676748435,0.000999000999000999,16.4770259857178s
"215","PDE3B",4,9076,-0.0289677229211431,0.000999000999000999,16.6460809707642s
"216","PDPK1",5,9378,-0.0294568936938462,0.000999000999000999,17.7209749221802s
"217","PFKFB2",4,8824,-0.0358891383076868,0.000999000999000999,16.0052199363708s
"218","PIK3CB",4,9205,-0.0323228238116251,0.000999000999000999,17.1899950504303s
"219","PIK3CD",4,9198,-0.0290111154408923,0.000999000999000999,17.5061898231506s
"220","PIK3CG",4,9209,-0.0327496067783952,0.000999000999000999,17.3295102119446s
"221","PML",3,7787,-0.0372827052175907,0.000999000999000999,14.2373960018158s
"222","GNG2",3,8071,-0.0288627824023959,0.000999000999000999,14.7369940280914s
"223","PPP2R3C",4,9013,-0.0418637441473457,0.000999000999000999,16.6413218975067s
"224","PPP2CA",3,8635,-0.0394950058076964,0.000999000999000999,15.6754012107849s
"225","PPP2CB",2,4146,-0.0565993441269309,0.000999000999000999,15.5623390674591s
"226","PPP2R1A",3,8736,-0.0424506584808885,0.000999000999000999,15.7510101795197s
"227","PPP2R1B",2,3980,-0.05546135312666,0.000999000999000999,15.0673110485077s
"228","PPP2R2A",4,9221,-0.0345300272365671,0.000999000999000999,14.7709059715271s
"229","PPP2R2B",3,6820,-0.030942952557157,0.000999000999000999,16.8284840583801s
"230","PPP2R2C",4,9171,-0.0261483221673434,0.000999000999000999,14.0262241363525s
"231","PPP2R3A",4,9083,-0.04754618097429,0.000999000999000999,17.0817019939423s
"232","PPP2R5A",2,3747,-0.0640561757583237,0.000999000999000999,15.1841299533844s
"233","PPP2R5B",2,3571,-0.0690298097755626,0.000999000999000999,14.5843980312347s
"234","PPP2R5C",2,3840,-0.0572900044837204,0.000999000999000999,15.0763990879059s
"235","PPP2R5D",2,3916,-0.0589020533513211,0.000999000999000999,15.0980260372162s
"236","PPP2R5E",2,3540,-0.068995660088212,0.000999000999000999,14.9593560695648s
"237","PRR5",4,8848,-0.0359205587265375,0.000999000999000999,16.1686811447144s
"238","PRKCZ",4,9248,-0.0327503932096446,0.000999000999000999,17.5260441303253s
"239","GNG12",4,9236,-0.023631797582763,0.000999000999000999,14.7980451583862s
"240","MAPK13",3,7887,-0.0485518700627191,0.000999000999000999,14.7376880645752s
"241","BAD",4,9124,-0.0386885431386539,0.000999000999000999,16.8871150016785s
"242","PTEN",4,9256,-0.0251129477445561,0.000999000999000999,17.3099579811096s
"243","RPTOR",5,9368,-0.0161058144092902,0.015,17.4461979866028s
"244","TRIB3",4,9071,-0.028518108536071,0.000999000999000999,17.0014309883118s
"245","RAF1",4,9260,-0.0325967147964876,0.000999000999000999,17.459832906723s
"246","GNB4",7,9396,-0.0215237189272979,0.001,14.3319561481476s
"247","BCL2",5,9380,-0.0329678691504873,0.000999000999000999,17.3290679454803s
"248","BCL2L1",7,9395,-0.017347536635532,0.017,17.3387539386749s
"249","RPS6KB1",3,8200,-0.038398549478901,0.000999000999000999,14.9259600639343s
"250","RPS6KB2",4,9082,-0.0323219243820122,0.000999000999000999,16.6106071472168s
"251","MAP2K4",4,9183,-0.0313266190659882,0.000999000999000999,14.5874130725861s
"252","MLST8",5,9369,-0.020758190130125,0.004,16.8676450252533s
"253","SHC1",3,8060,-0.0301859551408742,0.000999000999000999,14.9226589202881s
"254","CREB3L2",4,9164,-0.0466164195699532,0.000999000999000999,16.9268579483032s
"255","MEAF6",4,9111,-0.0257710857692772,0.000999000999000999,16.8592391014099s
"256","TP53",5,9383,-0.0227466564453182,0.001,15.6076130867004s
"257","HSP90B1",4,9171,-0.0311676546676303,0.000999000999000999,16.8887288570404s
"258","TSC1",4,9071,-0.0312568873573047,0.000999000999000999,16.5321180820465s
"259","TSC2",6,9390,-0.0233296575335033,0.002,17.1090841293335s
"260","YES1",4,9234,-0.0398426403195863,0.000999000999000999,14.6451921463013s
"261","BRPF1",5,9358,-0.0248026632253459,0.000999000999000999,16.8059480190277s
"262","MAPKAP1",5,9355,-0.0285178639980144,0.000999000999000999,16.4737088680267s
"263","KAT6A",5,9359,-0.0240012931420827,0.000999000999000999,17.7971479892731s
"264","CASP9",4,9080,-0.0322308019134417,0.000999000999000999,17.5391888618469s
"265","ING5",5,9358,-0.0245224215216286,0.000999000999000999,16.6885948181152s
"266","AKT1S1",6,9386,-0.0231711394189958,0.000999000999000999,16.5608627796173s
"267","OGT",4,9140,-0.034941993465018,0.000999000999000999,16.980162858963s
"268","PIK3R3",4,9242,-0.0279102125329873,0.000999000999000999,17.6886320114136s
"269","IKBKG",3,7980,-0.00130311559047623,0.43,17.371710062027s
"270","CREB3L1",4,9164,-0.0464947644807633,0.000999000999000999,16.8788280487061s
"271","USP8",7,9395,-0.0236178357766594,0.000999000999000999,16.8707320690155s
"272","CD28",4,9058,-0.0474090680589496,0.000999000999000999,16.7497470378876s
"273","CD86",4,9130,-0.0405803186158138,0.000999000999000999,17.2483761310577s
"274","CREB5",4,9170,-0.0451814401945301,0.000999000999000999,16.9377820491791s
"275","GAB2",5,9363,-0.0195043478608864,0.003,17.00963306427s
"276","TBC1D4",4,8944,-0.0321781212237279,0.000999000999000999,16.4181199073792s
"277","MED16",8,9396,-0.0158483275867985,0.027,16.6566150188446s
"278","CDK8",4,9196,-0.0310859314076749,0.000999000999000999,14.4783749580383s
"279","RBM14",5,9281,-0.0256154570299855,0.000999000999000999,15.2591378688812s
"280","NCOA2",7,9396,-0.0129355696921874,0.064,14.4709320068359s
"281","CEBPA",6,9389,-0.021921801397943,0.006,16.9900619983673s
"282","CEBPB",3,8162,-0.0285214409528654,0.000999000999000999,14.7876698970795s
"283","CEBPD",8,9396,-0.015164000436536,0.035,16.6432559490204s
"284","PPARGC1A",8,9396,0.00208280814645027,0.619,17.0846500396729s
"285","POLR3A",7,9396,-0.0100775614856412,0.103,14.0002808570862s
"286","MED8",8,9396,-0.0155746987750949,0.032,16.6036350727081s
"287","PPARGC1B",6,9385,-0.0192605906213693,0.007,16.0976049900055s
"288","EBF1",7,9394,-0.0124392720678029,0.063,16.340677022934s
"289","EP300",4,9306,-0.0252256456885689,0.000999000999000999,15.7740969657898s
"290","FABP4",8,9396,-0.0151045315603048,0.039,16.790867805481s
"291","MED19",8,9396,-0.0168305279093978,0.026,16.5729579925537s
"292","ZC3H13",8,9396,-0.0121824141088697,0.056,16.2434539794922s
"293","CDK19",8,9396,-0.0191441989835601,0.01,16.6731281280518s
"294","MED13L",7,9394,-0.0166573001384332,0.023,16.5986368656158s
"295","POLR1A",3,7440,-0.0124342660068926,0.103,14.4953708648682s
"296","UBXN7",5,9368,-0.0243531404311966,0.000999000999000999,17.1230530738831s
"297","MED4",8,9396,-0.015467568799788,0.031,16.7150919437408s
"298","LEP",8,9396,-0.02121257356134,0.008,16.7761518955231s
"299","MED11",8,9396,-0.0158562411333296,0.031,16.6000850200653s
"300","LPL",8,9396,-0.00782248451409019,0.179,16.8435161113739s
"301","MED31",8,9396,-0.00809703618171545,0.17,16.7961518764496s
"302","PCK1",7,9396,-0.00597322534285142,0.235,14.1977000236511s
"303","ANGPTL4",8,9396,-0.00495933535751838,0.262,16.3362519741058s
"304","MED15",8,9396,-0.0184261873441209,0.011,16.5973660945892s
"305","PLIN1",7,9395,-0.0215515434815047,0.003,17.0496039390564s
"306","POLR2A",6,9393,-0.0115228003787188,0.072,15.2432889938354s
"307","PPARG",7,9394,-0.0202127470745991,0.008,16.8434460163116s
"308","MED1",7,9396,-0.0137224786007571,0.054,14.2440638542175s
"309","MED18",8,9396,-0.0160507577143104,0.03,16.569237947464s
"310","MED9",8,9396,-0.0170677128389852,0.023,16.968092918396s
"311","MED29",8,9396,-0.0134659998992405,0.06,16.68954205513s
"312","RXRA",7,9396,-0.0171529976810216,0.013,14.2968330383301s
"313","SLC2A4",7,9395,-0.011541411097411,0.077,16.8401579856873s
"314","MED22",7,9394,-0.0160868562361469,0.028,16.9577708244324s
"315","TADA2A",8,9396,-0.013265367978006,0.053,15.8591618537903s
"316","STN1",3,5552,-0.0497876718700657,0.000999000999000999,16.3458380699158s
"317","MED28",8,9396,-0.00809007102591934,0.175,17.0877380371094s
"318","MED25",7,9394,-0.0159486026038511,0.027,16.5901401042938s
"319","NCOA3",7,9395,-0.0183686050207341,0.015,17.1183571815491s
"320","MED10",8,9396,-0.0133068443828362,0.058,16.6967718601227s
"321","HELZ2",7,9396,-0.0122383126838374,0.064,15.8596889972687s
"322","NCOA1",7,9396,-0.0103946770447064,0.107,14.5779700279236s
"323","HDAC3",7,9396,-0.0129207831338502,0.057,16.2994358539581s
"324","CCNC",6,9389,-0.0169958889359514,0.019,16.1918118000031s
"325","MED30",8,9396,-0.0109066515040368,0.096,17.1938881874084s
"326","CTDP1",3,6443,-0.0161452116561957,0.051,18.2955009937286s
"327","MED14",7,9394,-0.015868965953023,0.024,16.6937668323517s
"328","TADA2B",7,9395,-0.0104818084512666,0.089,16.8558139801025s
"329","ADIPOQ",8,9396,-0.000735757362295574,0.455,16.5594251155853s
"330","MED21",8,9396,-0.0175679414344557,0.018,16.878693819046s
"331","MED23",7,9394,-0.0164213988467387,0.026,16.6040768623352s
"332","MED17",8,9396,-0.0128918227130039,0.056,16.7437028884888s
"333","MED26",8,9396,-0.0090247034355912,0.132,16.8058750629425s
"334","MED27",8,9396,-0.017066940043663,0.021,16.6740100383759s
"335","MED7",7,9396,-0.00321571311028397,0.362,14.1692700386047s
"336","MED20",8,9396,-0.0121484103288216,0.065,16.6638078689575s
"337","CD36",8,9396,-0.0169465388681363,0.016,16.9412591457367s
"338","NCOR1",2,3209,-0.0222302941445197,0.062,14.7695388793945s
"339","NCOR2",5,9378,-0.0143976060755964,0.028,14.7497658729553s
"340","MED24",8,9396,-0.0161845684189686,0.02,16.740226984024s
"341","THRAP3",7,9394,-0.0172282748724911,0.009,15.9631490707397s
"342","MED12",8,9396,-0.0108396998559307,0.091,17.2006011009216s
"343","MED13",8,9396,-0.0140083889247043,0.041,16.5668039321899s
"344","TYROBP",4,8988,-0.0400360417195312,0.000999000999000999,16.4821839332581s
"345","SLC27A5",5,8949,-0.0211785728675065,0.007,17.3216950893402s
"346","SCP2",4,8749,-0.0240012708769782,0.003,16.6508228778839s
"347","ARPC5",4,9221,-0.0311937651670507,0.000999000999000999,14.7193081378937s
"348","ARPC4",4,9225,-0.0330076900157859,0.000999000999000999,14.71253490448s
"349","ARPC3",4,9226,-0.0323187549934698,0.000999000999000999,14.8054478168488s
"350","ARPC1B",4,9055,-0.0469800554128051,0.000999000999000999,16.5578570365906s
"351","ACTR3",4,9236,-0.0307988575366898,0.000999000999000999,14.7893500328064s
