"","gene.id","radius","size","observed.tau_b","p.Decay","time"
"2266","HNRNPH2",2,1652,-0.0207808801223918,0.144,14.6966688632965s
"2267","HNRNPK",2,1706,-0.0243001441894101,0.095,14.4166321754456s
"2268","HNRNPL",2,1543,-0.023103785295267,0.126,15.0070278644562s
"2269","HNRNPU",2,1546,-0.0199627573668398,0.154,14.2243499755859s
"2270","HNRNPM",2,1674,-0.022304246924439,0.121,14.4653739929199s
"2271","PCBP1",2,1652,-0.0222067864172311,0.122,14.5578889846802s
"2272","PCBP2",2,2045,-0.0159129596381497,0.195,14.7097959518433s
"2273","PCF11",2,1587,-0.0279927163677584,0.07,14.3415420055389s
"2274","PPIL1",2,1551,-0.0218702035363107,0.136,14.2064650058746s
"2275","LSM7",5,9353,-0.00527768352667596,0.246,14.3491740226746s
"2276","LSM8",2,1567,-0.0246729547420112,0.107,14.2962350845337s
"2277","WBP11",5,9352,-0.0155974338413668,0.016,15.3468008041382s
"2278","CWC25",2,1537,-0.022209930140082,0.128,14.4880328178406s
"2279","PRCC",2,1541,-0.0201167190629583,0.156,14.3980469703674s
"2280","PRPF40A",2,1539,-0.00969614977527593,0.32,15.3011589050293s
"2281","CCAR1",2,1780,-0.0123289293901104,0.265,14.2287259101868s
"2282","CTNNBL1",2,1541,-0.0233792176226092,0.12,14.0086538791656s
"2283","PTBP1",2,1753,-0.0271002553753262,0.068,14.6436309814453s
"2284","CWC22",2,1695,-0.0176396121856277,0.184,14.5782868862152s
"2285","SRPRB",4,9062,-0.0270533679571921,0.000999000999000999,17.6917297840118s
"2286","RBMS1",6,9385,-0.0238091023122699,0.001,16.5430550575256s
"2287","RRBP1",3,5081,-0.0501992125154109,0.000999000999000999,16.5179359912872s
"2288","TRA2B",2,1547,-0.015911496905943,0.211,14.717885017395s
"2289","SNRNP70",2,1627,-0.0142255134660874,0.237,14.3799591064453s
"2290","SNRPA",2,1578,-0.0326049659455842,0.044,14.1572580337524s
"2291","SNRPB2",2,1566,-0.0236117507127834,0.109,14.4422950744629s
"2292","SNRPC",2,1543,-0.0200002407359773,0.162,14.6428918838501s
"2293","GCFC2",2,1506,-0.0184835778740249,0.167,13.8783419132233s
"2294","VDAC3",4,8952,-0.0285396994177543,0.000999000999000999,16.6439869403839s
"2295","SF1",2,1504,-0.03421662215292,0.041,17.6337039470673s
"2296","CPSF7",2,1579,-0.0296072573549355,0.059,14.2226808071136s
"2297","UBL4A",5,9362,-0.0186239828362718,0.008,14.0902938842773s
"2298","DHX16",2,1610,-0.0270535965058153,0.078,14.5634498596191s
"2299","PHF5A",2,1540,-0.0256229292124694,0.091,14.4125640392303s
"2300","PRPF38A",2,1597,-0.0253306431711109,0.106,14.2939548492432s
"2301","RBM17",2,1540,-0.0254500326916082,0.093,14.979327917099s
"2302","SART1",2,1593,-0.0173733859244514,0.196,14.4029071331024s
"2303","PRPF4",2,1634,-0.0123874379752863,0.264,14.392550945282s
"2304","DDX46",2,1559,-0.0201625472865948,0.156,15.185653924942s
"2305","SCO2",6,9388,-0.0143951589548034,0.037,17.2653911113739s
"2306","AHSA1",4,8955,-0.0409420634683215,0.000999000999000999,13.7741279602051s
"2307","AHSA2",4,8901,-0.0377210366862507,0.000999000999000999,16.4336500167847s
"2308","EDF1",4,8785,-0.0413655936008097,0.000999000999000999,16.5739178657532s
"2309","TBCB",4,8184,-0.0472618933005493,0.000999000999000999,17.7058651447296s
"2310","SEPT8",4,8096,-0.0477171362965808,0.000999000999000999,15.4977610111237s
"2311","PPP1R14B",4,7846,-0.0440277226952038,0.000999000999000999,19.290030002594s
"2312","SEPT2",3,7231,-0.0527185907286115,0.000999000999000999,15.0996220111847s
"2313","COL3A1",3,5288,-0.0395655111399772,0.000999000999000999,17.8524661064148s
"2314","DSE",4,7355,-0.0384513156106334,0.000999000999000999,19.9091098308563s
"2315","CHST11",4,7356,-0.0391678601607346,0.000999000999000999,17.665283203125s
"2316","CHST12",4,7356,-0.0396523301052859,0.000999000999000999,19.5351569652557s
"2317","CHST7",4,7355,-0.0380936393017233,0.000999000999000999,17.877711057663s
"2318","CHST2",3,738,-0.093607396255768,0.000999000999000999,17.6234788894653s
"2319","CHST3",4,7355,-0.0379147970900701,0.000999000999000999,18.7459020614624s
"2320","GAB1",5,9372,-0.0298876153353374,0.000999000999000999,17.4033689498901s
"2321","PDGFRB",2,2325,-0.0420595262020672,0.003,14.7308440208435s
"2322","NCK2",3,6888,-0.0360109487034832,0.000999000999000999,17.333044052124s
"2323","MYO5C",4,8565,-0.0380381351861822,0.000999000999000999,16.6844630241394s
"2324","CAPZA2",4,8871,-0.0445442206384647,0.000999000999000999,17.5478391647339s
"2325","CORO1A",5,9246,-0.028354311445105,0.000999000999000999,15.619549036026s
"2326","SACM1L",6,9386,-0.0242979045623619,0.001,16.2815861701965s
"2327","ARHGAP17",4,8863,-0.0514229221741886,0.000999000999000999,16.679545879364s
"2328","PTMA",4,9094,-0.0153438391917981,0.035,14.4092910289764s
"2329","STXBP1",5,9335,-0.0248181187229598,0.000999000999000999,16.5544531345367s
"2330","CFL1",4,9035,-0.0501946685709019,0.000999000999000999,16.8847219944s
"2331","MISP",5,9232,-0.0303597911614285,0.000999000999000999,15.8747718334198s
"2332","DSG2",4,8210,-0.0311540748184865,0.000999000999000999,15.8702669143677s
"2333","COBL",5,9229,-0.0312291770335046,0.000999000999000999,15.8956398963928s
"2334","CORO1C",4,8696,-0.0493983768494866,0.000999000999000999,16.4940509796143s
"2335","GMFB",5,9227,-0.0294859304434135,0.000999000999000999,15.5055119991302s
"2336","GSN",4,9006,-0.038614499854075,0.000999000999000999,14.4266541004181s
"2337","ITPR3",6,9389,-0.0248944736260012,0.000999000999000999,16.9765689373016s
"2338","MYO6",4,9055,-0.0435920703317691,0.000999000999000999,17.5727109909058s
"2339","PPP1R12A",3,6799,-0.0320857965455413,0.000999000999000999,19.3590898513794s
"2340","RTN1",5,9247,-0.0330584191786275,0.000999000999000999,15.4586720466614s
"2341","INF2",5,9229,-0.031309939647021,0.000999000999000999,15.7590789794922s
"2342","LUZP1",5,9232,-0.030379331846943,0.000999000999000999,15.2221901416779s
"2343","CYBRD1",5,9249,-0.0279237298800128,0.000999000999000999,17.0548269748688s
"2344","GPRC5A",5,9227,-0.0292682843508278,0.000999000999000999,17.8065500259399s
"2345","SPECC1",5,9232,-0.0306949910056516,0.000999000999000999,15.5248119831085s
"2346","CD163",5,9312,-0.0241266665206492,0.000999000999000999,16.3966510295868s
"2347","GMFG",5,9227,-0.0296020219710606,0.000999000999000999,15.4020419120789s
"2348","PIGP",5,9209,-0.0288345128726745,0.000999000999000999,19.5388081073761s
"2349","PIGA",5,9209,-0.0287346314291422,0.000999000999000999,18.2561001777649s
"2350","PIGC",5,9209,-0.0284491906432744,0.000999000999000999,18.3123641014099s
"2351","PIGH",5,9209,-0.0288575298214569,0.000999000999000999,18.7744908332825s
"2352","DPM2",5,9236,-0.0297548498149562,0.000999000999000999,18.1371178627014s
"2353","SH3PXD2B",4,7873,-0.0375880866118951,0.000999000999000999,15.4386899471283s
"2354","DBNL",4,8955,-0.0370405902588428,0.000999000999000999,17.2246980667114s
"2355","LCP1",4,7885,-0.0254290866356822,0.000999000999000999,15.4992530345917s
"2356","BIN2",4,8759,-0.0401234172537777,0.000999000999000999,16.4761748313904s
"2357","KIF9",3,4722,-0.107853289204504,0.000999000999000999,16.5415949821472s
"2358","FSCN1",4,8419,-0.0468327391635277,0.000999000999000999,16.1391549110413s
"2359","LPXN",4,8198,-0.0476934085173794,0.000999000999000999,16.5286459922791s
"2360","SH3PXD2A",4,8524,-0.0366459871856715,0.000999000999000999,15.4734380245209s
"2361","PFDN6",7,9395,-0.0210240766134224,0.002,18.9013509750366s
"2362","ABCB7",8,9392,-0.0124728762021406,0.052,16.7060220241547s
"2363","NDOR1",3,3771,-0.0125797319155758,0.178,16.1985898017883s
"2364","NUBP1",3,3628,-0.0130877293913195,0.168,16.8983578681946s
"2365","FAM96B",8,9396,-0.0088577637687208,0.125,16.7494540214539s
"2366","PFDN1",7,9395,-0.0213565550624486,0.002,18.3699460029602s
"2367","CIAPIN1",7,9395,-0.00900929775124175,0.125,17.0659420490265s
"2368","MMS19",3,6751,-0.0158288132832577,0.04,18.3361320495605s
"2369","NARFL",4,8247,-0.00783796121142038,0.172,16.1696529388428s
"2370","BRIP1",3,7174,-0.0339583425193766,0.000999000999000999,17.7851169109344s
"2371","PABPC4",2,613,-0.022869305498811,0.236,16.617066860199s
"2372","CIAO1",8,9396,-0.009046294960293,0.12,15.8978290557861s
"2373","MRPS31",2,487,-0.050590849574493,0.092,16.7346119880676s
"2374","MRPL28",2,454,-0.0575602714794946,0.08,16.6875669956207s
"2375","MRPS30",2,389,-0.0925593334529263,0.015,15.9702379703522s
"2376","MRPL54",2,318,-0.112448187893603,0.01,16.3105940818787s
"2377","CHCHD1",2,318,-0.101028643840035,0.015,15.8515567779541s
"2378","MRPL52",2,768,-0.0383312439208866,0.101,16.452996969223s
"2379","MRPL10",2,318,-0.113945833015383,0.009,15.7959778308868s
"2380","MRPL55",2,318,-0.102027073921222,0.019,15.8443880081177s
"2381","MRPL21",2,318,-0.0990378449965887,0.017,15.8581738471985s
"2382","PDCD11",5,9365,-0.0051181297216889,0.248,14.6244359016418s
"2383","MRPS27",2,401,-0.104625707644329,0.007,15.8850991725922s
"2384","MRPL46",2,354,-0.11396159920906,0.003,15.8211998939514s
"2385","MRPS28",2,318,-0.113590344669557,0.01,15.8477389812469s
"2386","MRPS18B",2,326,-0.125796611207113,0.003,15.8131852149963s
"2387","MRPL42",2,318,-0.0977318514361941,0.019,15.8197491168976s
"2388","MRPL18",2,318,-0.10171202228692,0.015,15.8371579647064s
"2389","MRPL22",7,9396,-0.0157670148039659,0.027,15.0009739398956s
"2390","MRPL58",2,472,-0.0521788504296261,0.084,16.1580159664154s
"2391","MRPS16",7,9394,-0.00952705378680635,0.123,18.6989591121674s
"2392","MRPL37",2,453,-0.0886470282729205,0.009,15.8227770328522s
"2393","MRPL51",2,441,-0.0556328177145003,0.083,15.7795469760895s
"2394","MRPL35",2,318,-0.0979806121143645,0.017,18.8839960098267s
"2395","MRPS17",2,369,-0.0903620748997807,0.021,15.7253830432892s
"2396","MRPL48",2,318,-0.105319052120391,0.011,15.8356800079346s
"2397","MRPS23",2,336,-0.103495006157348,0.013,15.8793058395386s
"2398","MRPS33",2,318,-0.110888659849256,0.012,15.6616170406342s
"2399","MRPL39",2,498,-0.0819659682832829,0.016,16.6667520999908s
"2400","MRPS21",2,318,-0.109952112690638,0.011,15.6848981380463s
"2401","MRPL50",2,485,-0.0852602958212756,0.011,16.909031867981s
"2402","AURKAIP1",4,8784,-0.0380070579897674,0.000999000999000999,16.9290058612823s
"2403","PTCD3",5,9311,-0.0224300853872693,0.003,16.5461628437042s
"2404","CDV3",5,9275,-0.0306776098295484,0.000999000999000999,16.48615193367s
"2405","MRPS22",2,318,-0.113776915178185,0.009,15.8684380054474s
"2406","MRPL47",2,544,-0.0573251754597492,0.062,16.6932680606842s
"2407","MRPS35",2,494,-0.0638475769662071,0.056,16.2779428958893s
"2408","MRPL23",2,330,-0.0905125544448863,0.023,15.8266630172729s
"2409","MRPS25",2,326,-0.117536937632343,0.006,16.5770399570465s
"2410","MRPL14",2,318,-0.100841438199813,0.016,15.9252598285675s
"2411","MRPS26",2,318,-0.106582411166634,0.014,16.8082580566406s
"2412","MRPS24",2,318,-0.110700935251527,0.01,16.4862189292908s
"2413","MRPS6",8,9396,-0.0100632894493878,0.111,17.6675450801849s
"2414","MRPL41",2,318,-0.101774212456463,0.013,17.0116250514984s
"2415","MRPL40",2,528,-0.0866126584034112,0.011,16.3284659385681s
"2416","MRPL38",2,453,-0.097393397864561,0.004,16.2619240283966s
"2417","MRPL9",2,381,-0.0733399934782882,0.046,16.2925209999084s
"2418","MRPL44",2,533,-0.0768315757416973,0.02,17.1472899913788s
"2419","MRPS34",2,318,-0.100966241959961,0.015,16.5288739204407s
"2420","TUFM",2,981,-0.0101366250809007,0.367,13.7297949790955s
"2421","DAP3",2,590,-0.0446732491820636,0.103,18.2390470504761s
"2422","MRPL57",2,318,-0.112510589773677,0.01,16.1200580596924s
"2423","MRPL45",2,318,-0.111662449413736,0.01,18.6625039577484s
"2424","MRPL43",2,489,-0.062744436696687,0.056,17.2952330112457s
"2425","GADD45GIP1",2,318,-0.100351447901591,0.016,15.8055582046509s
"2426","MRPS36",2,318,-0.108454467568858,0.01,17.4965190887451s
"2427","MRRF",5,9316,-0.0190972677015015,0.008,16.6137561798096s
"2428","FKBP1A",4,9157,-0.0471795106656298,0.000999000999000999,19.7808170318604s
"2429","SLC25A5",5,9351,-0.0142788766144606,0.033,13.9723281860352s
"2430","PRKCE",3,7597,-0.0584719690175991,0.000999000999000999,14.9621410369873s
"2431","VDAC2",4,8841,-0.0409864952836602,0.000999000999000999,16.8128471374512s
"2432","NABP2",8,9396,-0.0135361705319775,0.04,17.5062608718872s
"2433","STX7",4,8904,-0.0297767869198032,0.000999000999000999,16.4590950012207s
"2434","SMAD1",6,9392,-0.0197812404537309,0.005,14.6120698451996s
"2435","SMAD2",6,9394,-0.0176111492377315,0.017,16.3002099990845s
"2436","NME6",4,8968,-0.0371914298448397,0.000999000999000999,14.6020710468292s
"2437","SNAPC5",8,9396,-0.0147086629882964,0.032,17.430792093277s
"2438","POLR3F",7,9395,-0.0116683439513717,0.067,17.5003418922424s
"2439","POLR3G",7,9395,-0.0147210134014151,0.031,16.9189019203186s
"2440","POLR3C",8,9396,-0.00764006497690879,0.167,17.5314309597015s
"2441","GTF3C6",7,9394,-0.0153504778892989,0.019,16.3920340538025s
"2442","CTPS1",8,9396,-0.00482822903353794,0.249,16.8671820163727s
"2443","POLR3H",7,9395,-0.0143836109090252,0.032,16.8907890319824s
"2444","GCH1",6,9386,-0.0141191030115951,0.029,16.4626860618591s
"2445","CRCP",6,9383,-0.024653524913956,0.001,16.7489850521088s
"2446","GTF3A",4,9169,-0.0364872755829098,0.000999000999000999,14.8271360397339s
"2447","GTF3C1",8,9396,-0.0154773321308882,0.024,17.0047221183777s
"2448","GTF3C2",8,9396,-0.0147423980769641,0.03,16.4472031593323s
"2449","GUCY1A2",4,8958,-0.00608852325382894,0.237,14.0558369159698s
"2450","GUCY1A3",4,8958,-0.00577755311785565,0.25,14.4488339424133s
"2451","GUCY1B3",4,8958,-0.00621854858640682,0.227,13.5810339450836s
"2452","NME7",4,8992,-0.0338864635419407,0.000999000999000999,14.2749450206757s
"2453","NUDT2",7,9395,-0.0120699514308935,0.058,17.0069279670715s
"2454","MOCS1",7,9395,-0.0125472585201879,0.047,17.0593440532684s
"2455","NFIA",7,9395,-0.00669401648626379,0.198,16.2756309509277s
"2456","NFIB",8,9396,-0.00948677182124083,0.119,16.0640051364899s
"2457","NFIC",8,9396,-0.00987901431087906,0.111,16.8065719604492s
"2458","NFIX",8,9396,-0.00681080224800329,0.19,16.4470279216766s
"2459","NME1",4,9230,-0.0229915174831743,0.000999000999000999,15.7169580459595s
"2460","NME2",3,6842,-0.0296758117751987,0.000999000999000999,14.2825808525085s
"2461","NME3",4,8968,-0.0371299699590719,0.000999000999000999,14.7046029567719s
"2462","NME4",4,8968,-0.0370963994332324,0.000999000999000999,14.8435740470886s
"2463","NPR1",7,9395,-0.00790735098015598,0.16,17.3568141460419s
"2464","NPR2",2,945,-0.0193072456558822,0.203,17.2969379425049s
"2465","POLR1D",7,9396,-0.00429639819413156,0.272,14.4847068786621s
"2466","GPN3",8,9396,-0.0063442795401332,0.216,17.0556039810181s
"2467","POLR3K",7,9395,-0.0158045378899999,0.024,17.2942869663239s
"2468","PKM",4,9186,-0.0398715138042447,0.000999000999000999,14.8491339683533s
"2469","POU2F1",8,9396,-0.0178970723209411,0.015,17.6361920833588s
"2470","PIH1D1",8,9396,-0.0155976981509022,0.023,16.3353798389435s
"2471","BRF2",8,9396,-0.00901901018936644,0.131,16.6104011535645s
"2472","POLR3B",8,9396,-0.0083293873253947,0.142,17.7466108798981s
"2473","BDP1",8,9396,-0.016903897665583,0.02,16.6459891796112s
"2474","CTPS2",4,8864,-0.00479439130057202,0.28,17.1267070770264s
"2475","BCCIP",8,9396,0.00365540484975999,0.662,17.0112478733063s
"2476","POLR3D",7,9396,0.00202527713233907,0.586,14.833508014679s
"2477","SNAPC1",8,9396,-0.0146850049313505,0.033,16.9219160079956s
"2478","SNAPC2",7,9395,-0.0141990718314242,0.036,16.6817939281464s
"2479","SNAPC3",8,9396,-0.0145686141986385,0.033,16.5602638721466s
"2480","SNAPC4",8,9396,-0.0136589231904805,0.04,16.7064709663391s
"2481","SSB",8,9396,-0.0040246463546967,0.309,16.4548630714417s
"2482","TBP",3,7620,-0.0226143050408337,0.005,14.6659669876099s
"2483","ZNF143",8,9396,-0.014707454182467,0.032,16.5927488803864s
"2484","NME5",4,8968,-0.0373652218747628,0.000999000999000999,14.1460189819336s
"2485","POLR3GL",7,9395,-0.0159264787074986,0.025,16.6079161167145s
"2486","NTPCR",4,8997,-0.0327483646397646,0.000999000999000999,16.7270169258118s
"2487","PNPT1",4,9032,-0.0230159216047439,0.001,16.8336429595947s
"2488","GTF3C5",7,9394,-0.0178580925525781,0.01,16.3207621574402s
"2489","GTF3C4",8,9396,-0.0182217953885223,0.01,16.3161978721619s
"2490","GTF3C3",6,9382,-0.0186830650104282,0.006,16.3148438930511s
"2491","ENTPD2",4,8983,-0.0291866083070585,0.001,17.7419281005859s
"2492","IRF9",4,9150,-0.0330152984827484,0.000999000999000999,17.0802390575409s
"2493","GBP4",4,8963,-0.0311736856144002,0.000999000999000999,16.9347548484802s
"2494","GBP5",4,8976,-0.0319905862282381,0.000999000999000999,16.6132810115814s
"2495","GBP1",4,9021,-0.0291656723777046,0.000999000999000999,16.7519268989563s
"2496","GBP2",4,9019,-0.033081104843239,0.000999000999000999,17.8812849521637s
"2497","GBP3",4,8983,-0.0316581004215867,0.000999000999000999,15.2053399085999s
"2498","HLA-C",4,9109,-0.0336771583208933,0.000999000999000999,17.2435309886932s
"2499","HLA-F",4,9109,-0.0337252751264472,0.000999000999000999,15.3197882175446s
"2500","HLA-G",4,9109,-0.033828550939734,0.000999000999000999,16.9691441059113s
"2501","ICAM1",4,9109,-0.0324601042765055,0.000999000999000999,20.4444971084595s
"2502","IRF8",7,9395,-0.0253617071509474,0.000999000999000999,20.4065999984741s
"2503","IRF1",6,9387,-0.0214363643565052,0.001,15.105936050415s
"2504","IRF2",4,9170,-0.0297071656143461,0.000999000999000999,15.0138709545135s
"2505","IRF4",4,9189,-0.0301081035317743,0.000999000999000999,15.180153131485s
"2506","IRF5",7,9396,-0.021593268498826,0.000999000999000999,15.3392868041992s
"2507","IRF6",4,9170,-0.0296115569530911,0.000999000999000999,15.2515459060669s
"2508","CIITA",4,9058,-0.0340166589465349,0.000999000999000999,17.8012170791626s
"2509","MT2A",4,9080,-0.0341246343920046,0.000999000999000999,18.0658509731293s
"2510","NCAM1",4,9078,-0.0413410554602879,0.000999000999000999,23.1998090744019s
"2511","OAS1",5,9363,-0.0212779927679071,0.003,25.2196769714355s
"2512","OAS2",6,9388,-0.0207902011806783,0.003,19.9918291568756s
"2513","OAS3",6,9388,-0.0220672182001349,0.003,18.7613921165466s
"2514","PTAFR",5,9368,-0.0235643391642934,0.000999000999000999,18.3534598350525s
"2515","OASL",5,9363,-0.0211228300491284,0.003,18.3092391490936s
"2516","TSC22D3",7,9395,-0.0142728567655277,0.033,18.070748090744s
"2517","SGK3",7,9395,-0.016462855747033,0.017,17.3058829307556s
"2518","SCNN1A",8,9396,-0.0157314169331828,0.016,17.5177049636841s
"2519","SCNN1B",8,9396,-0.0157402921229063,0.016,17.3262619972229s
"2520","SCNN1D",8,9396,-0.0149373728737023,0.028,17.5115978717804s
"2521","SCNN1G",8,9396,-0.015760332873895,0.016,17.6604130268097s
"2522","SGK1",5,9372,-0.0234062540194378,0.001,17.7596020698547s
"2523","PARP2",7,9394,-0.0111308026674998,0.088,18.134673833847s
"2524","CDK2",2,3736,-0.0582316449294181,0.000999000999000999,19.3313050270081s
"2525","KAT5",2,3144,-0.0604573509740879,0.000999000999000999,16.2630388736725s
"2526","RAD51AP1",2,2078,-0.174029715965018,0.000999000999000999,18.5416750907898s
"2527","TOPBP1",3,6550,-0.0731275639162147,0.000999000999000999,17.433718919754s
"2528","CHEK2",3,7563,-0.0385469483022672,0.000999000999000999,17.833997964859s
"2529","RMI2",3,7144,-0.0330636349100818,0.000999000999000999,14.6739230155945s
"2530","EME1",3,6601,-0.0416876999257249,0.000999000999000999,17.2606971263885s
"2531","RNF168",3,6967,-0.0416451684535106,0.000999000999000999,17.2169110774994s
"2532","DNA2",3,7078,-0.0384107827238246,0.000999000999000999,17.6525218486786s
"2533","EME2",3,6601,-0.0422584314608147,0.000999000999000999,20.6372480392456s
"2534","EYA2",3,4789,-0.052092202459522,0.000999000999000999,19.2412350177765s
"2535","EYA3",3,4789,-0.0527102195688074,0.000999000999000999,16.4822289943695s
"2536","PAXIP1",2,1995,-0.0274940447881038,0.064,14.668576002121s
"2537","KDM4B",3,6706,-0.0136641969285364,0.085,17.0821099281311s
"2538","SPIDR",3,4528,-0.0963759430647354,0.000999000999000999,16.255490064621s
"2539","XRCC6",3,7097,-0.0392637203017366,0.000999000999000999,14.6506259441376s
"2540","POT1",3,5568,-0.0615364825642178,0.000999000999000999,16.6609749794006s
"2541","TINF2",3,5566,-0.0620324553862113,0.000999000999000999,16.5458669662476s
"2542","CHAMP1",3,3195,-0.0578604608347171,0.000999000999000999,18.400908946991s
"2543","BABAM1",3,7283,-0.0341618458557019,0.000999000999000999,17.3075408935547s
"2544","APBB1",3,6465,-0.0439416980589762,0.000999000999000999,16.8744020462036s
"2545","HUS1",2,1363,-0.0587855933562049,0.000999000999000999,17.192852973938s
"2546","GEN1",3,4851,-0.0914277189062248,0.000999000999000999,16.3591170310974s
"2547","LIG3",3,7378,-0.0232918056223438,0.007,17.8517730236053s
"2548","PIAS4",3,7394,-0.0428186602480376,0.000999000999000999,15.0381240844727s
"2549","UIMC1",3,7055,-0.0381664105875214,0.000999000999000999,17.6554789543152s
"2550","POLH",3,6864,-0.0302715542804707,0.001,17.7628488540649s
"2551","TERF2IP",3,5509,-0.0608229008710191,0.000999000999000999,17.4137980937958s
"2552","TIPIN",3,5972,-0.0711987412069311,0.000999000999000999,17.2259430885315s
"2553","RIF1",3,6345,-0.0441614613518923,0.000999000999000999,17.1446788311005s
"2554","PRKDC",3,7548,-0.0321462327590824,0.000999000999000999,15.155965089798s
"2555","PSMC1",3,8047,-0.033255597340702,0.000999000999000999,16.8165640830994s
"2556","PSMC2",3,8016,-0.0339166018017849,0.000999000999000999,16.8840379714966s
"2557","PSMC3",3,7972,-0.032579767575779,0.000999000999000999,16.0582609176636s
"2558","PSMC4",3,7990,-0.0324968354152945,0.000999000999000999,15.8472278118134s
"2559","PSMC5",3,8022,-0.0332672593786944,0.000999000999000999,14.9131751060486s
"2560","PSMC6",3,8000,-0.0332474243555132,0.000999000999000999,15.0535709857941s
"2561","BARD1",3,7537,-0.04636828459435,0.000999000999000999,14.7133829593658s
"2562","RAD1",3,7311,-0.0597375401882525,0.000999000999000999,17.171569108963s
"2563","RAD9A",3,6880,-0.0727150242849353,0.000999000999000999,17.0451011657715s
"2564","RAD17",3,6482,-0.0723741020581696,0.000999000999000999,16.9190790653229s
"2565","RAD51",2,2074,-0.0620814489051398,0.000999000999000999,17.8190908432007s
"2566","RAD51C",3,6956,-0.0446821748693383,0.000999000999000999,17.9018099308014s
"2567","RAD51B",3,6761,-0.0358053938707147,0.000999000999000999,18.2197799682617s
"2568","RAD52",3,5814,-0.0717542759963896,0.000999000999000999,17.6278500556946s
"2569","CLSPN",3,6839,-0.0708190281253672,0.000999000999000999,17.060653924942s
"2570","BLM",2,2166,-0.0547851807768837,0.000999000999000999,17.4011969566345s
"2571","DCLRE1C",3,6713,-0.0301372784846073,0.002,17.3008980751038s
"2572","ACD",3,5496,-0.0602489929860182,0.000999000999000999,16.8173851966858s
"2573","BRCA2",2,1847,-0.0648502210480272,0.000999000999000999,17.7632038593292s
"2574","TERF1",3,5704,-0.0656546934438785,0.000999000999000999,16.9126348495483s
"2575","TOP3A",2,2182,-0.055910996276404,0.000999000999000999,17.7452390193939s
"2576","TP53BP1",5,9359,-0.0148745296496613,0.029,18.0956680774689s
"2577","NSD2",3,7020,-0.0398961786453218,0.000999000999000999,18.8000090122223s
"2578","WRN",3,7144,-0.033844943966424,0.000999000999000999,18.8302221298218s
"2579","XRCC1",3,7455,-0.0204958208430862,0.013,18.2559099197388s
"2580","XRCC2",3,6823,-0.0351816235482641,0.001,17.5332460403442s
"2581","XRCC3",3,6701,-0.0369078198080925,0.001,17.1777620315552s
"2582","XRCC4",3,6198,-0.0202273527861316,0.023,17.2602910995483s
"2583","XRCC5",3,7021,-0.0333460566661341,0.000999000999000999,14.6339449882507s
"2584","BRCC3",3,7276,-0.041879202888593,0.000999000999000999,17.3956007957458s
"2585","PALB2",3,6701,-0.0372743821405498,0.001,17.0848081111908s
"2586","RMI1",3,7124,-0.044483874268735,0.000999000999000999,17.3113310337067s
"2587","MUS81",3,6601,-0.0424161442657034,0.000999000999000999,17.1043989658356s
"2588","RHNO1",3,5956,-0.0799817494153164,0.000999000999000999,16.9853870868683s
"2589","ABRAXAS1",3,6949,-0.0417573811350432,0.000999000999000999,20.7866649627686s
"2590","SLX4",3,6616,-0.0420416689710203,0.000999000999000999,20.342798948288s
"2591","TIMELESS",3,6234,-0.0745119862348775,0.000999000999000999,17.1002111434937s
"2592","RNF8",2,2204,-0.0352511953456698,0.028,17.5394639968872s
"2593","EXO1",2,2268,-0.131400406439357,0.000999000999000999,17.6154229640961s
"2594","BABAM2",3,7152,-0.0433578807121747,0.000999000999000999,17.6061248779297s
"2595","KDM4A",2,1743,-0.0293123235918206,0.072,17.3564469814301s
"2596","TROAP",2,942,-0.202690507063002,0.000999000999000999,16.8363151550293s
"2597","SMC4",2,1474,-0.130492776826415,0.000999000999000999,17.466814994812s
"2598","ACTR1B",3,5591,-0.0508004918798502,0.000999000999000999,14.0250329971313s
"2599","ACTR1A",3,7382,-0.0464642880528508,0.000999000999000999,14.5125088691711s
"2600","CDKN3",2,1339,-0.284186980255749,0.000999000999000999,17.240807056427s
"2601","DCTN2",3,7679,-0.040275128954811,0.000999000999000999,15.1205458641052s
"2602","SPAG5",2,1177,-0.252763725495939,0.000999000999000999,17.2228448390961s
"2603","DCTN6",3,6200,-0.0379176965861783,0.000999000999000999,17.4816529750824s
"2604","PLK4",2,2239,-0.0658965575007905,0.000999000999000999,14.6582419872284s
"2605","KIF1C",3,4799,-0.0758794895846529,0.000999000999000999,16.5233490467072s
"2606","KDELR1",3,6223,-0.0469400682128754,0.000999000999000999,17.3399910926819s
"2607","TMED2",3,6918,-0.0439602096569884,0.000999000999000999,17.2671461105347s
"2608","TMED10",3,6827,-0.0447239709109086,0.000999000999000999,17.1991548538208s
"2609","KDELR2",3,6223,-0.0468951526842741,0.000999000999000999,16.8361999988556s
"2610","KDELR3",3,6223,-0.0469675372138383,0.000999000999000999,16.839583158493s
"2611","KIF3A",3,6431,-0.0394966371457984,0.000999000999000999,17.189316034317s
"2612","DCTN3",3,7588,-0.0389841081283355,0.000999000999000999,15.2876749038696s
"2613","COPE",3,6562,-0.0476681498834409,0.000999000999000999,14.4074521064758s
"2614","KIF12",3,4799,-0.0769547184552884,0.000999000999000999,16.3083519935608s
"2615","OIP5",2,1670,-0.271953307564869,0.000999000999000999,17.0376110076904s
"2616","OSBPL1A",3,5085,-0.0532983283699399,0.000999000999000999,16.4243009090424s
